Entry,0006643,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0006611,,,,,,,,,,,,,,,2021,2019,Superiore,Vermentino Di Gallura Superiore Taerra,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3,12-16,Vermentino 100%,Zuppa di aragosta e patate,86,,86,,na,,,Bianco fermo,White Wine,14,30,8,acciaio,steel,"Paglierino brillante. Intenso e ricco, esibisce profumi di pesca, mandarino e lime rinfrescati da cenni di erbe mediterranee che ricordano l'elicriso e il timo, su una traccia minerale di gesso. Al gusto si fa apprezzare per la dinamicità del sorso, inizialmente orientato verso freschezza e sapidità e prontamente riequilibrato dalla percettibile dotazione calorica. Grande persistenza gustativa, impreziosita da una chiosa salmastra e agrumata Maturazione di 8 mesi in acciaio ",,Italy,,,
2,0006611,,,,,,,,,,,,,,,2022,2020,Superiore,Vermentino Di Gallura Superiore Taerra,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3,13-17,Vermentino 100%,Seppioline al cartoccio,88,,88,,na,,,Bianco fermo,White Wine,14,30,8,acciaio,steel,"Giallo paglierino. Esordisce all'olfatto con eleganti sentori di pompelmo rosa, mandarino, mirto e richiami salmastri. Perce- zioni coerenti nell'intensità di un sorso piacevolmente espres- sivo, dal corpo teso, ricco di echi aromatici, nel segno del giusto bilanciamento tra le componenti; finale raffinatamente sapido.",,Italy,,,
2,0006611,,,,,,,,,,,,,,,2023,2021,Superiore,Vermentino Di Gallura Superiore Taerra,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3,14-18,Vermentino 100%,Rombo al forno ai sapori mediterranei,88,,88,,na,,,Bianco fermo,White Wine,14,30,8,acciaio,steel,"Luminoso paglerino. Percezioni di mandarino, cedro e susina, poi cenni di elicriso e timo. Sorso succoso e dinamico, sostenuto da vivace freschezza e morbidezze gliceriche coordinate con elegante sinetgia, arricchito da una sapidità appena iodata, che regala timbri gustativi carezzevoli e raffinati. ",,Italy,,,
1,0006611-1,2.37,9,40,2.48,53,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Taerra,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3★,14-18,Vermentino 100%,Tartare di ricciola – Scorfano rosso al forno con pomodori e patate – Gamberoni alla griglia – Zuppa di aragosta e patate – Seppioline al cartoccio – Rombo al forno ai sapori mediterranei,86.6,0★,86.6,nd,nd,,,Bianco fermo,White Wine,14,30k,8,acciaio,steel,,,Italy,,,
2,0006640,,,,,,,,,,,,,,,2023,2020,Superiore,Vermentino Di Gallura Superiore Animas,DOCG,Vermentino Di Gallura,Cantine Animas,Sardegna,3,20-24,Vermentino 100%,Bra d'alpeggio,86,,86,,na,,,Bianco fermo,White Wine,14.5,4,-,acciaio,steel,"Paglierino Luminoso. Fine bouguet di ananas, melone e pesca, con cenni di nocciola e nota finale iodata. AL gusto si presenta con un equiibrato osaggio di reschezza, sapidità e adeguato calore; beva di lineare compostezza; finale su note fumè con delicati ricorì mmandorlat ",,Italy,,,
1,0006640-1,0.34,43,6,0.26,6,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Animas,DOCG,Vermentino Di Gallura,Cantine Animas,Sardegna,3★,20-24,Vermentino 100%,Bra d'alpeggio,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,14.5,4k,-,acciaio,steel,,,Italy,,,
2,0006625,,,,,,,,,,,,,,,2019,2017,,Vermentino Di Gallura Vign'Angena,DOCG,Vermentino Di Gallura,Capichera,Sardegna,3,24-28,Vermentino 100%,Tartare di tonno rosso,86,,86,,na,,,Bianco fermo,White Wine,14,60,6,acciaio,steel,"Paglierino brillante con vivaci lampi verdolini. Seducente esordio olfattivo su sottili quanto raffinate percezioni  di zagara, timo, rosmarino, scorzette d'agrume; si amplificano i tratti fruttati, esotici, di passiflora, litchi, mela renetta, pesca bianca, per poi sfumare su uno sfondo salmastro e iodato. Sorso vibrante, voluminoso, declinato su sensazioni di freschissima sapidità; il sostanzioso apporto glicerico e il calore alcolico garantiscono alla struttura un magistrale e duraturo equilibrio; epilogo persistente e godibile. Solo acciaio, con sosta sui lieviti per 6 mesi ",,Italy,,,
2,0006625,,,,,,,,,,,,,,,2020,2018,,Vermentino Di Gallura Vign'Angena,DOCG,Vermentino Di Gallura,Capichera,Sardegna,4,25-29,Vermentino 100%,nd,89,,89,,na,,,Bianco fermo,White Wine,13.5,60,6,acciaio,steel,,,Italy,,,
2,0006625,,,,,,,,,,,,,,,2021,2019,,Vermentino Di Gallura Vign'Angena,DOCG,Vermentino Di Gallura,Capichera,Sardegna,3,25-29,Vermentino 100%,nd,87,,87,,na,,,Bianco fermo,White Wine,13.5,60,6,acciaio,steel,,,Italy,,,
2,0006625,,,,,,,,,,,,,,,2022,2020,,Vermentino Di Gallura Vign'Angena,DOCG,Vermentino Di Gallura,Capichera,Sardegna,4,25-29,Vermentino 100%,nd,89,,89,,na,,,Bianco fermo,White Wine,13.5,60,6,acciaio,steel,,,Italy,,,
1,0006625-1,2.68,8,45,1.66,36,,,,,,,,,3.5,,,,Vermentino Di Gallura Vign'Angena,DOCG,Vermentino Di Gallura,Capichera,Sardegna,3★-4★,25-29,Vermentino 100%,Tartare di tonno rosso – ,87.8,0★,87.8,nd,nd,,,Bianco fermo,White Wine,13.5,60k,6,acciaio,steel,,,Italy,,,
2,0006614,,,,,,,,,,,,,,,2021,2018,,Vermentino Di Gallura Invidia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,2,9-13,Vermentino 100%,Sogliola alla mugnaia,82,,82,,na,,,Bianco fermo,White Wine,13.5,15,8,acciaio,steel,"Paglierino intenso. Netti profumi di pera, mandarino e ginestra, con richiami continui alla macchia mediterranea e  al rosmarino. Sorso succoso, lineare, guidato da rilevanti percezioni fresche  e sapide dai toni agrumati, pur non mancando di morbidezza; si stempera in un finale lievemente ammandorlato. Per 8 mesi in acciaio. ",,Italy,,,
2,0006614,,,,,,,,,,,,,,,2022,2019,,Vermentino Di Gallura Invidia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,2,10-14,Vermentino 100%,nd,84,,84,,na,,,Bianco fermo,White Wine,14,15,7,acciaio,steel,,,Italy,,,
2,0006614,,,,,,,,,,,,,,,2023,2021,,Vermentino Di Gallura Invidia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3,10-14,Vermentino 100%,Sogliola alla mugnaia,85,,85,,na,,,Bianco fermo,White Wine,13.5,15,7,acciaio,steel,,,Italy,,,
1,0006614-1,0.57,40,10,0.80,17,,,,,,,,,2.3,,,,Vermentino Di Gallura Invidia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,2★-3★,10-14,Vermentino 100%,Sogliola alla mugnaia – Sogliola alla mugnaia,83.7,0★,83.7,nd,nd,,,Bianco fermo,White Wine,13.5,15k,7,acciaio,steel,,,Italy,,,
2,0006631,,,,,,,,,,,,,,,2021,2018,,Vermentino Di Gallura Sinfonia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3,8-12,Vermentino 100%,Frittura di calamari,86,,86,,na,,,Bianco fermo,White Wine,12.5,15,8,acciaio,steel,"Paglierino luminoso. Si colgono in maniera netta pesca bianca, melone, agrumi ed erbe aromatiche, tra cui spicca il timo selvatico. Sorso pieno, saporito, bilanciato, con sensazioni morbide e caloriche ben integrate e vivacizzate da una fresca sapidità; persistenza sottile, impreziosita da un rinfrescante bouquet di agrumi ed erbe mediterranee. Matura per 8 mesi in acciaio ",,Italy,,,
2,0006631,,,,,,,,,,,,,,,2022,2019,,Vermentino Di Gallura Sinfonia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3,9-13,Vermentino 100%,nd,86,,86,,na,,,Bianco fermo,White Wine,13,13,6,acciaio,steel,,,Italy,,,
2,0006631,,,,,,,,,,,,,,,2023,2021,,Vermentino Di Gallura Sinfonia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3,9-13,Vermentino 100%,Canapè di pasta sfoglia al formaggio,86,,86,,na,,,Bianco fermo,White Wine,12.5,15,6,acciaio,steel,,,Italy,,,
1,0006631-1,1.02,28,17,1.55,33,,,,,,,,,3.0,,,,Vermentino Di Gallura Sinfonia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3★,9-13,Vermentino 100%,Canapè di pasta sfoglia al formaggio – Frittura di calamari,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,12.5,15k,6,acciaio,steel,,,Italy,,,
2,0006634,,,,,,,,,,,,,,,2021,2018,Superiore,Vermentino Di Gallura Superiore Superbia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3,14-18,Vermentino 100%,Spaghetti allo scoglio,86,,86,,na,,,Bianco fermo,White Wine,14.5,7,10,acciaio,steel,"Paglierino intenso e luminoso. Profumi mediterranei ed esotici di lime, pompelmo e salvia s'intrecciano con note floreali di ginestra e glicine, pervasi da un'intensa mineralità salmastra Freschezza e sapidità guidano il sorso rendendolo dinamico e guizzante, pur muovendosi in calibrato equilibrio con le componenti morbide e la dote calorica; corpo pieno, che coinvolge il palato senza cedimenti e sfuma in una lunga persistenza agrumata, dai richiami ammandorlati. Sosta per 10 mesi in acciaio ",,Italy,,,
2,0006634,,,,,,,,,,,,,,,2022,2019,Superiore,Vermentino Di Gallura Superiore Superbia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3,10-14,Vermentino 100%,nd,86,,86,,na,,,Bianco fermo,White Wine,14.5,7,7,acciaio,steel,,,Italy,,,
2,0006634,,,,,,,,,,,,,,,2023,2021,Superiore,Vermentino Di Gallura Superiore Superbia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3,14-18,Vermentino 100%,Risotto alla granseola,86,,86,,na,,,Bianco fermo,White Wine,14,7,7,acciaio,steel,"Paglierino brilante. Quadro olfattivo intenso e ficco, con accenti fruttati di cale di ginestra. Il sorso tivela un dinamico Uicerico-caloriche,  pompelmo, pesca, susina e f equilibrio tra piacevalezza fresco-sapida e componenti n un cotpo di misutata piene;  i. Chiude con un'accattivante scia agrumata. ",,Italy,,,
1,0006634-1,1.02,28,17,1.06,23,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Superbia Gallurese,DOCG,Vermentino Di Gallura,Consorzio San Michele,Sardegna,3★,14-18,Vermentino 100%,Risotto alla granseola – Spaghetti allo scoglio,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,14,7k,7,acciaio,steel,,,Italy,,,
2,0006636,,,,,,,,,,,,,,,2022,2020,Superiore,Vermentino Di Gallura Superiore Jankara,DOCG,Vermentino Di Gallura,Jankara,Sardegna,3,16-20,Vermentino 100%,nd,86,,86,,na,,,Bianco fermo,White Wine,13.5,42,-,-,-,,,Italy,,,
2,0006636,,,,,,,,,,,,,,,2023,2021,Superiore,Vermentino Di Gallura Superiore Jankara,DOCG,Vermentino Di Gallura,Jankara,Sardegna,3,16-20,Vermentino 100%,Stoccafisso in umido con porcini,86,,86,,na,,,Bianco fermo,White Wine,14.5,24,-,-,-,,,Italy,,,
1,0006636-1,0.68,35,11,0.63,13,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Jankara,DOCG,Vermentino Di Gallura,Jankara,Sardegna,3★,16-20,Vermentino 100%,Stoccafisso in umido con porcini,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,14.5,24k,-,-,-,,,Italy,,,
2,0006637,,,,,,,,,,,,,,,2022,2019,Superiore,Vermentino Di Gallura Superiore Fiore Del Sasso,DOCG,Vermentino Di Gallura,La Contralta,Sardegna,3,25-29,Vermentino 100%,nd,86,,86,,na,,,Bianco fermo,White Wine,14,10,11+8,acciaio+botte,steel+oak,,,Italy,,,
2,0006637,,,,,,,,,,,,,,,2023,2020,Superiore,Vermentino Di Gallura Superiore Fiore Del Sasso,DOCG,Vermentino Di Gallura,La Contralta,Sardegna,3,23-27,Vermentino 100%,Maltagliati con fiori di zucca,88,,88,,na,,,Bianco fermo,White Wine,14.5,12,11+8,acciaio+botte,steel+oak,,,Italy,,,
1,0006637-1,0.68,35,11,0.45,10,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Fiore Del Sasso,DOCG,Vermentino Di Gallura,La Contralta,Sardegna,3★,23-27,Vermentino 100%,Maltagliati con fiori di zucca,87.0,0★,87.0,nd,nd,,,Bianco fermo,White Wine,14.5,12k,11+8,acciaio+botte,steel+oak,,,Italy,,,
2,0006585,,,,,,,,,,,,,,,2017,2015,,Vermentino Di Gallura Petrizza,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,8-12,Vermentino 100%,Strigoli in salsa di scorfano rosso,85,,85,,na,,,Bianco fermo,White Wine,14,60,6,acciaio,steel,"Paglierino luminoso dai riverberigiovanili. Esordio floreale di petalibianchi freschissimi, che vira perriecheggiare nocciole tostate, zuccherofilato e sbuffi al mentolo. Sorso caldoche sorprendentemente annunciaessenze agrumate per chiudere, sapido,su una lunga dissolvenza marina. Sostaper 6 mesi in acciaio.",,Italy,,,
2,0006585,,,,,,,,,,,,,,,2018,2016,,Vermentino Di Gallura Petrizza,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,2,8-12,Vermentino 100%,Mazzancolle saltate in padella,84,,84,,na,,,Bianco fermo,White Wine,13.5,40,6,acciaio,steel,"Paglierino dai riflessi verdolini. Olfattosegnato da un'intensa scia agrumata,delicati richiami floreali e, in chiusura,cenni di timo e sbuffi salmastri. Sorsosemplice ma di grande piacevolezza,frutto del gioco di sponda tra vivasapidità e buona dote alcolica. Finalelievemente ammandorlato. Solo acciaio.",,Italy,,,
2,0006585,,,,,,,,,,,,,,,2019,2017,,Vermentino Di Gallura Petrizza,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,10-14,Vermentino 100%,Filetto di ombrina in crosta di erbette,85,,85,,na,,,Bianco fermo,White Wine,14.5,15,8,acciaio,steel,"Veste paglierino brillante. Percezioni fruttate, vegetali e minerali, con riconoscimenti di lime, ananas, salvia, tiglio, mandorla, ginestra e selce compongono il quadro odoroso. Gusto intenso, spiccatamente fresco e arricchito da una spinta sapida, che dona al sorso grande dinamismo e gradevole succosità; ripropone in chiusura echi fruttati. Solo acciaio per 8 mesi ",,Italy,,,
2,0006585,,,,,,,,,,,,,,,2021,2019,,Vermentino Di Gallura Petrizza,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,11-15,Vermentino 100%,Calamarata con vongole e asparagi di mare,86,,86,,na,,,Bianco fermo,White Wine,13.5,30,6,acciaio,steel,"Paglierino tenue dai riflessi brillanti Propone all'olfatto una elegante trama fruttata esotica di ananas e litchi, arricchita da una componente agrumata di pompelmo e bergamotto e da sottili tracce mentolate; timo e rimandi di gesso completano il bouquet. Al gusto è piacevolmente equilibrato e dinamico, con buona freschezza e grintosa sapidità ben bilanciate da una salda dote alcolica, in un percorso gustativo dal passo elegante e aggraziato; finale sapido. Solo acciaio per 6 mesi. ",,Italy,,,
2,0006585,,,,,,,,,,,,,,,2023,2021,,Vermentino Di Gallura Petrizza,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,11-15,Vermentino 100%,Spaghetti con vongole veraci,86,,86,,na,,,Bianco fermo,White Wine,13.5,60,6,acciaio,steel,,,Italy,,,
1,0006585-1,1.47,24,25,1.90,40,,,,,,,,,2.8,,,,Vermentino Di Gallura Petrizza,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,2★-3★,11-15,Vermentino 100%,Strigoli in salsa di scorfano rosso – Mazzancolle saltate in padella – Filetto di ombrina in crosta di erbette – Calamarata con vongole e asparagi di mare – Spaghetti con vongole veraci,85.2,0★,85.2,nd,nd,,,Bianco fermo,White Wine,13.5,60k,6,acciaio,steel,,,Italy,,,
2,0006588,,,,,,,,,,,,,,,2017,2009,Superiore,Vermentino Di Gallura Superiore 09 Collezione Privata,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,58-62,Vermentino 100%,Tagliata di tonno con panatura di pistacchi,86,,86,,na,,,Bianco fermo,White Wine,14.5,1,18,acciaio/botte piccola,steel/small oak,"Paglierino brillante dai riflessi oro.Schiude su pietra focaia e tufo, preludioa profumi di tropici e di pesche nettarine.Orchidee e ginestre, ammantate dispezie, anticipano un sorso coerente,morbido e prepotentemente mineraleche muove tra pulsioni acido-sapidee calore alcolico senza perdere maiin grazia. Sfuma speziato. Acciaio ebarrique per 18 mesi, poi 60 mesi inbottiglia",,Italy,,,
1,0006588-1,0.34,43,6,0.09,2,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore 09 Collezione Privata,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3★,58-62,Vermentino 100%,Tagliata di tonno con panatura di pistacchi,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,14.5,1k,18,acciaio/botte piccola,steel/small oak,,,Italy,,,
2,0006592,,,,,,,,,,,,,,,2017,2015,Superiore,Vermentino Di Gallura Superiore Costarenas,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,16-20,Vermentino 100%,Spiedini di capesante al bacon,86,,86,,na,,,Bianco fermo,White Wine,15,7,6,acciaio,steel,"Paglierino luminoso. Debutto quasitimido intessuto di note agrumate edi pesca bianca, presto ravvivato dauna decisa scia salmastra e dal briofiorito di ginestra e camomilla. Ingressocaldo che svela struttura ed estratto,magistralmente sostenuti dall'architravesalina e dalla discreta acidità. Buonapersistenza su echi rocciosi e marini. Inacciaio per 6 mesi",,Italy,,,
2,0006592,,,,,,,,,,,,,,,2018,2016,Superiore,Vermentino Di Gallura Superiore Costarenas,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,11-15,Vermentino 100%,Orata di mare al forno,86,,86,,na,,,Bianco fermo,White Wine,14,7,6,acciaio,steel,"Paglierino brillante dai riflessi verdeoro. Arredo olfattivo ricco e intensoche propone inizialmente un fruttatodi pera, pesca bianca, agrumi e nettisentori di lieviti. Chiude con mentucciae marcati richiami minerali. Al gusto èpieno, appagante e di grande coerenza.Si fa apprezzare per il giusto rapporto traspinta acido-sapida, morbidezza serica ecalore alcolico. Sfuma lento su ricordi dierbe aromatiche, lime e mandorle verdiSosta in acciaio con permanenza suilieviti per 6 mesi",,Italy,,,
2,0006592,,,,,,,,,,,,,,,2019,2017,Superiore,Vermentino Di Gallura Superiore Costarenas,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,14-18,Vermentino 100%,Tagliolini al nero di seppia,86,,86,,na,,,Bianco fermo,White Wine,15.5,3,6,acciaio/botte media,steel/medium oak,"Paglierino splendente con screziature d'oro. Racconta al naso fragranti sensazioni di mela golden, pesca bianca, melone cantalupo, accompagnate  da cenni vegetali e speziati, con pepe  e iodio. In bocca l'impatto calorico e vellutato segna l'esordio, per poi lasciare spazio a una rinfrescante acidità che rivitalizza e snellisce la beva. Finale  dai ritorni sapidi e ammandorlati Vinificazione in acciaio, con brevissima sosta in tonneau. ",,Italy,,,
2,0006592,,,,,,,,,,,,,,,2021,2019,Superiore,Vermentino Di Gallura Superiore Costarenas,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,14-18,Vermentino 100%,Rombo chiodato alla griglia,86,,86,,na,,,Bianco fermo,White Wine,14,2,8,acciaio/botte media,steel/medium oak,"Giallo paglierino di spiccata vivacità. Ingresso fruttato in cui pera williams  e banana aprono a erbe mediterranee  e una sottile mineralità; completano il quadro una delicata speziatura di pepe bianco e leggeri echi di pasta lievitata Dinamica gustativa giocata sui contrasti tra l'iniziale avvolgenza e una successiva impronta sapida e fresca, per una beva saporita e suadente,; nel finale ritorni fruttati e sapidi. In acciaio per 8 mesi, di cui 5 sui lieviti ",,Italy,,,
2,0006592,,,,,,,,,,,,,,,2023,2021,Superiore,Vermentino Di Gallura Superiore Costarenas,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,16-20,Vermentino 100%,nd,86,,86,,na,,,Bianco fermo,White Wine,14,6,8,acciaio/botte media,steel/medium oak,,,Italy,,,
1,0006592-1,1.69,16,28,1.58,34,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Costarenas,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3★,16-20,Vermentino 100%,Spiedini di capesante al bacon – Orata di mare al forno – Tagliolini al nero di seppia – Rombo chiodato alla griglia – ,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,14,6k,8,acciaio/botte media,steel/medium oak,,,Italy,,,
2,0006598,,,,,,,,,,,,,,,2017,2014,Superiore,Vermentino Di Gallura Superiore Roccaia,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3,18-22,Vermentino 100%,nd,86,,86,,na,,,Bianco fermo,White Wine,14,4,18,botte media,medium oak,,,Italy,,,
2,0006598,,,,,,,,,,,,,,,2019,2015,Superiore,Vermentino Di Gallura Superiore Roccaia,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,4,23-27,Vermentino 100%,Rombo al forno,89,,89,,na,,,Bianco fermo,White Wine,14.5,2,18,botte media,medium oak,"Paglierino vivido con screziature dorate. Profilo olfattivo intenso ed elegante,  che declina cedro candito, albicocca disidratata, vaniglia, cannella, miele  di acacia e biscotto inglese; sfuma  su nuance di erbe aromatiche, timo e basilico. Beva morbida e avvolgente, ma l'elemento distintivo che ravviva l'assaggio è la vibrante e sostanziosa dotazione fresco-sapida, impreziosita da sottili richiami boisé; epilogo persistente. Matura in tonneau per 18 mesi  ",,Italy,,,
2,0006598,,,,,,,,,,,,,,,2023,2020,Superiore,Vermentino Di Gallura Superiore Roccaia,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,4,20-24,Vermentino 100%,Filetto di dentice in crosta di patate,90,,90,,na,,,Bianco fermo,White Wine,14,3,18,botte media,medium oak,"Paglierino vivo. Olfatto composito: esordio su sentori di melone, pesca gialla e papaia; poi ricordi dolci di miele d'acacia, zagata e crème brùlé, che stumano su toni boisé e marini. Motbidezza serica, apporto acido-spico e ricchezza glicerica creano una sinestetica pseudo-dolcezza aromatica Lungo ebbrivio sapido.  ",,Italy,,,
1,0006598-1,2.34,10,39,1.78,38,,,,,,,,,3.7,,,Superiore,Vermentino Di Gallura Superiore Roccaia,DOCG,Vermentino Di Gallura,Masone Mannu,Sardegna,3★-4★,20-24,Vermentino 100%,Filetto di dentice in crosta di patate – Rombo al forno – ,88.3,0★,88.3,nd,nd,,,Bianco fermo,White Wine,14,3k,18,botte media,medium oak,,,Italy,,,
2,0006580,,,,,,,,,,,,,,,2017,2015,,Vermentino Di Gallura Cheremi,DOCG,Vermentino Di Gallura,Mura,Sardegna,1,8-12,Vermentino 100%,Spaghetti alle cozze e fiori di zucca,79,,79,,na,,,Bianco fermo,White Wine,11,12,6,acciaio,steel,"Paglierino con riflessi verdolini. Fruttatoe floreale di apprezzabile puliziae semplicità: pera, acacia, bucciadi lime e lieve accenno minerale.l’attacco gustativo svela una vivacesapidità che contribuisce a esaltare lafreschezza agrumata, ben pareggiatadalle componenti morbide. Chiusuraleggermente ammandorlata. Sosta inacciaio per 6 mesi",,Italy,,,
2,0006580,,,,,,,,,,,,,,,2020,2018,,Vermentino Di Gallura Cheremi,DOCG,Vermentino Di Gallura,Mura,Sardegna,3,10-14,Vermentino 100%,Carpaccio di tonno,85,,85,,na,,,Bianco fermo,White Wine,12.5,12,5,acciaio,steel,"Paglierino luminoso. Approccio odoroso articolato, giocato su percezioni  di banana, papaia e mango che  si intrecciano a sentori di melone bianco, uva spina e scorze d'arancia  AI palato si mostra composto, non esuberante, bilanciato, caratterizzato da un'avvolgente morbidezza che pervade il palato, tonificata da fresca sapidità; beva piacevole e fluida, che richiama in chiusura accenti agrumati. Sosta per 5 mesi in acciaio.  ",,Italy,,,
2,0006580,,,,,,,,,,,,,,,2021,2019,,Vermentino Di Gallura Cheremi,DOCG,Vermentino Di Gallura,Mura,Sardegna,2,10-14,Vermentino 100%,Culurgiones ogliastrini alle erbe,84,,84,,na,,,Bianco fermo,White Wine,13.5,15,5,acciaio,steel,"Paglierino tenue con riflessi verdolini Olfatto dai contorni giovanili tratteggiati da un fruttato fresco con accenni agrumati, richiami di erbe aromatiche  e toni minerali appena accennati.  Gusto coerente dominato da sapidità  e freschezza quasi citrina; epilogo leggermente vegetale. Sosta per 6 mesi in acciaio. ",,Italy,,,
2,0006580,,,,,,,,,,,,,,,2022,2020,,Vermentino Di Gallura Cheremi,DOCG,Vermentino Di Gallura,Mura,Sardegna,2,11-15,Vermentino 100%,nd,84,,84,,na,,,Bianco fermo,White Wine,13.5,15,5,acciaio,steel,,,Italy,,,
2,0006580,,,,,,,,,,,,,,,2023,2021,,Vermentino Di Gallura Cheremi,DOCG,Vermentino Di Gallura,Mura,Sardegna,3,12-16,Vermentino 100%,Provola di Agerola,85,,85,,na,,,Bianco fermo,White Wine,13.5,15,5,acciaio,steel,,,Italy,,,
1,0006580-1,0.91,32,15,1.09,23,,,,,,,,,2.2,,,,Vermentino Di Gallura Cheremi,DOCG,Vermentino Di Gallura,Mura,Sardegna,1★-3★,12-16,Vermentino 100%,Spaghetti alle cozze e fiori di zucca – Carpaccio di tonno – Culurgiones ogliastrini alle erbe – Provola di Agerola,83.4,0★,83.4,nd,nd,,,Bianco fermo,White Wine,13.5,15k,5,acciaio,steel,,,Italy,,,
2,0006600,,,,,,,,,,,,,,,2017,2015,Superiore,Vermentino Di Gallura Superiore Sienda,DOCG,Vermentino Di Gallura,Mura,Sardegna,3,13-17,Vermentino 100%,Filetto di gallinella all'acqua pazza,86,,86,,na,,,Bianco fermo,White Wine,14,18,6,acciaio,steel,"Paglierino luminoso. Intenso evariegato, propone profumi da giardinomediterraneo: pera, melone, agrumi,giaggiolo e biancospino. l’assaggio,dominato da una mineralità salmastra,trova tregua ed equilibrio nel gradevoleavvicendarsi di note dure e morbide.La beva sfuma in un finale ancoramarcatamente sapido. In acciaio, suilieviti, per 6 mesi.",,Italy,,,
2,0006600,,,,,,,,,,,,,,,2020,2018,Superiore,Vermentino Di Gallura Superiore Sienda,DOCG,Vermentino Di Gallura,Mura,Sardegna,3,13-17,Vermentino 100%,Astice alla catalana,86,,86,,na,,,Bianco fermo,White Wine,13,10,6,acciaio,steel,"Brillante paglierino dai bagliori dorati. Intensa dotazione olfattiva declinata  su riconoscimenti di pompelmo rosa, scorze di bergamotto, pera, origano fresco; sottili echi salmastro-iodati Assaggio dinamico e vibrante, sostenuto da vivace freschezza e sapida mineralità, che si contrappongono in giusta misura alle morbidezze gliceriche; affascina l'eleganza del sorso, composto, coerente ed equilibrato; sfuma lentamente su ricordi di mandorla dolce. Sosta per 6 mesi in acciaio, con un piccolo saldo che evolve in tonneau ",,Italy,,,
