Entry,Ref,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0004126,,,,,,,,,,,,,,,2022,2020,Classico,Soave Classico Montesei,DOC,Soave,Le Battistelle,Veneto,3,10-14,Garganega 100%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,25,3,acciaio,steel,,,Italy,,,
2,0004126,,,,,,,,,,,,,,,2023,2021,Classico,Soave Classico Montesei,DOC,Soave,Le Battistelle,Veneto,3,8-12,Garganega 100%,Linguine agli scampi,88,3,88,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,35,3,acciaio,steel,,,Italy,,,
1,0004126-1,2.04,28,13,1.31,23,33,13,1.31,23,,,,,3.0,,,Classico,Soave Classico Montesei,DOC,Soave,Le Battistelle,Veneto,3★,8-12,Garganega 100%,Fantasia di pesci e crostacei – Spaghetti con vongole – Branzino al sale su letto di patate – Linguine agli scampi,86.3,3★,86.3,nd,nd,Veneto Soave,,Bianco fermo,White Wine,12.5,35k,3,acciaio,steel,,,Italy,,,
2,0004155,,,,,,,,,,,,,,,2019,2016,Classico,Soave Classico Il Roccolo,DOC,Soave,Le Mandorlare,Veneto,4,5-9,Garganega 100%,Branzino all'acqua pazza,89,4,89,,na,Veneto Soave,,Bianco fermo,White Wine,13,15,12,botte grande,big oak,"Luminoso paglierino con sfumature verdi. Immediati i profumi di glicine, susina gialla, ananas, origano e maggiorana. Leggera la vena di pietra bagnata, mentre decise sono le spezie, di pepe bianco e vaniglia. Intenso  e carnoso all'assaggio, si sviluppa  in giochi di equilibrio con l'iniziale morbidezza contrapposta a freschezza e sapidità calibrate. Finale su ricordi di mandorla, agrumi e toni leggermente fumé. Criomacerazione e parziale affinamento in rovere ",,Italy,,,
2,0004155,,,,,,,,,,,,,,,2020,2017,Classico,Soave Classico Il Roccolo,DOC,Soave,Le Mandorlare,Veneto,3,5-9,Garganega 100%,nd,87,3,87,,na,Veneto Soave,,Bianco fermo,White Wine,13,15,12,botte grande,big oak,,,Italy,,,
1,0004155-1,1.34,50,9,1.23,22,56,9,1.23,22,,,,,3.5,,,Classico,Soave Classico Il Roccolo,DOC,Soave,Le Mandorlare,Veneto,3★-4★,5-9,Garganega 100%,Branzino all'acqua pazza – ,88.0,3★-4★,88.0,nd,nd,Veneto Soave,,Bianco fermo,White Wine,13,15k,12,botte grande,big oak,,,Italy,,,
2,0004173,,,,,,,,,,,,,,,2020,2017,,Soave Corte Paradiso,DOC,Soave,Marco Mosconi,Veneto,3,5-9,Garganega 100%,Tagliolini con la granseola,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,20,-,acciaio,steel,"Giallo paglierino dalla spiccata luminosità. Profilo odoroso che apre delicato, declinato su sensazioni di tarassaco e foglia di tè. Seguono sambuco, ananas, susina, pera e ricordi di mandorla fresca. Al palato racchiude una gradevole morbidezza, seguita da un generoso spunto sapido. ll sorso è fresco e di grande equilibrio. Si prolunga con percezioni di buccia di limone. Solo acciaio ",,Italy,,,
2,0004173,,,,,,,,,,,,,,,2021,2018,,Soave Corte Paradiso,DOC,Soave,Marco Mosconi,Veneto,3,5-9,Garganega 100%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12,20,-,acciaio,steel,,,Italy,,,
2,0004173,,,,,,,,,,,,,,,2023,2020,,Soave Corte Paradiso,DOC,Soave,Marco Mosconi,Veneto,3,10-14,Garganega 90% – Trebbiano di Soave 10%,nd,88,3,88,,na,Veneto Soave,,Bianco fermo,White Wine,20,20,-,acciaio,steel,,,Italy,,,
1,0004173-1,1.02,55,7,0.54,10,62,7,0.54,10,,,,,3.0,,,,Soave Corte Paradiso,DOC,Soave,Marco Mosconi,Veneto,3★,10-14,Garganega 90% – Trebbiano di Soave 10%,Tagliolini con la granseola,86.7,3★,86.7,nd,nd,Veneto Soave,,Bianco fermo,White Wine,20,20k,-,acciaio,steel,,,Italy,,,
2,0004180,,,,,,,,,,,,,,,2021,2018,,Soave Rosetta,DOC,Soave,Marco Mosconi,Veneto,3,20-24,Garganega 100%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,3,-,-,-,,,Italy,,,
1,0004180-1,0.34,88,2,0.10,2,98,2,0.10,2,,,,,3.0,,,,Soave Rosetta,DOC,Soave,Marco Mosconi,Veneto,3★,20-24,Garganega 100%,nd,86.0,3★,86.0,nd,nd,Veneto Soave,,Bianco fermo,White Wine,12.5,3k,-,-,-,,,Italy,,,
2,0004110,,,,,,,,,,,,,,,2017,2014,Classico,Soave Classico Casette Foscarin,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 90% – Trebbiano di Soave 10%,Anatra selvatica al forno ripiena,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,15,8,botte piccola,small oak,"Verde oro lucente. Articolato e complesso, si presenta in un crescendo di note aromatiche, a partire dal ricco impatto di frutta esotica, Mango, cedro candito, zenzero, frutto della passione. Poi la delicatezza della camomilla,  della cera d'api, del tiglio. All'assaggio inizialmente è morbido e vellutato, ma ben presto si fanno valere la freschezza e una sapidità che avvolge. Finale amaricante e tostato, di nocciola  Vino giovane, con ottima propensione  a migliorare col tempo. Matura parzialmente in barrique per 8 mesi. ",,Italy,,,
2,0004110,,,,,,,,,,,,,,,2018,2015,Classico,Soave Classico Casette Foscarin,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 90% – Trebbiano di Soave 10%,Tartare di tonno con passion fruit e sesamo tostato,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,15,8,botte piccola,small oak,"Smagliante giallo paglierino quasi color del platino. Ventaglio aromatico intrigante e di personalità. Fiori gialli come il tarassaco, ananas e giuggiola, fieno, ortica e basilico, amaricanti accenni di scorza di limone e salsedine. Intenso al palato, di grande freschezza e minerale sapidità, che, prendendo slancio dalla morbidezza di entrata, conduce a un finale speziato. Parziale maturazione in rovere. ",,Italy,,,
2,0004110,,,,,,,,,,,,,,,2019,2016,Classico,Soave Classico Casette Foscarin,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 90% – Trebbiano di Soave 10%,nd,87,3,87,,na,Veneto Soave,,Bianco fermo,White Wine,13,12,8,botte piccola,small oak,,,Italy,,,
2,0004110,,,,,,,,,,,,,,,2020,2017,Classico,Soave Classico Casette Foscarin,DOC,Soave,Montetondo,Veneto,4,10-14,Garganega 90% – Trebbiano di Soave 10%,Linguine agli scampi,89,4,89,,na,Veneto Soave,,Bianco fermo,White Wine,13,7,8,botte piccola,small oak,"Giallo paglierino dai luminosi riflessi dorati. Olfatto sottile, che rivela  nuance aromatiche di salvia, menta  e maggiorana, alternate a profumi  di acacia, sambuco e biancospino; seguono ananas, pera, albicocca e ricordi agrumati di pompelmo, cedro e limoncella, su un sottofondo minerale. Beva agile e scorrevole, che dinamizza il palato con un sorso di spiccata acidità e sapidità, per condurlo verso un lungo ed equilibrato gusto. Finale ammandorlato. Riposa tra barrique e tonneau per 8 mesi ",,Italy,,,
2,0004110,,,,,,,,,,,,,,,2021,2018,Classico,Soave Classico Casette Foscarin,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 90% – Trebbiano di Soave 10%,Crostino burrata e salmone affumicato,87,3,87,,na,Veneto Soave,,Bianco fermo,White Wine,13,7,8,botte piccola,small oak,"Giallo paglierino dai riflessi dorati. Le sfiziose nuance di vaniglia si ampliano con rimandi ad ananas e papaia; seguono a ruota melone, salvia e fiori di tiglio, con aromi tostati. Beva dinamica e gustosa, che si dipana su freschi toni agrumati e aggancio ammandorlato  e salino. Vendemmia tardiva; dopo la fermentazione, riposa parzialmente in barrique per 8 mesi ",,Italy,,,
2,0004110,,,,,,,,,,,,,,,2022,2019,Classico,Soave Classico Casette Foscarin,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 90% – Trebbiano di Soave 10%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,7,8,botte piccola,small oak,,,Italy,,,
2,0004110,,,,,,,,,,,,,,,2023,2020,Classico,Soave Classico Casette Foscarin,DOC,Soave,Montetondo,Veneto,3,12-16,Garganega 90% – Trebbiano di Soave 10%,Capesante scottate allo zenzero,88,3,88,,na,Veneto Soave,,Bianco fermo,White Wine,13,7,8,botte piccola,small oak,,,Italy,,,
1,0004110-1,2.70,21,17,1.24,22,25,17,1.24,22,,,,,3.1,,,Classico,Soave Classico Casette Foscarin,DOC,Soave,Montetondo,Veneto,3★-4★,12-16,Garganega 90% – Trebbiano di Soave 10%,Tartare di tonno con passion fruit e sesamo tostato – Linguine agli scampi – Crostino burrata e salmone affumicato – Capesante scottate allo zenzero,87.0,3★-4★,87.0,nd,nd,Veneto Soave,,Bianco fermo,White Wine,13,7k,8,botte piccola,small oak,,,Italy,,,
2,0004127,,,,,,,,,,,,,,,2017,2015,Classico,Soave Classico Montetondo,DOC,Soave,Montetondo,Veneto,2,5-9,Garganega 100%,nd,84,2,84,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,40,4,acciaio,steel,,,Italy,,,
2,0004127,,,,,,,,,,,,,,,2018,2016,Classico,Soave Classico Montetondo,DOC,Soave,Montetondo,Veneto,3,5-9,Garganega 100%,nd,85,3,85,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,40,4,acciaio,steel,,,Italy,,,
2,0004127,,,,,,,,,,,,,,,2019,2017,Classico,Soave Classico Montetondo,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 100%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,40,4,acciaio,steel,,,Italy,,,
2,0004127,,,,,,,,,,,,,,,2020,2018,Classico,Soave Classico Montetondo,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 100%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,40,4,acciaio,steel,,,Italy,,,
2,0004127,,,,,,,,,,,,,,,2021,2019,Classico,Soave Classico Montetondo,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 100%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,40,4,acciaio,steel,,,Italy,,,
2,0004127,,,,,,,,,,,,,,,2022,2020,Classico,Soave Classico Montetondo,DOC,Soave,Montetondo,Veneto,3,10-14,Garganega 100%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,40,4,acciaio,steel,,,Italy,,,
2,0004127,,,,,,,,,,,,,,,2023,2021,Classico,Soave Classico Montetondo,DOC,Soave,Montetondo,Veneto,3,8-12,Garganega 100%,Garganelli con julienne di calamari e ortiche,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,35,4,acciaio,steel,,,Italy,,,
1,0004127-1,2.15,26,14,1.38,24,31,14,1.38,24,,,,,2.9,,,Classico,Soave Classico Montetondo,DOC,Soave,Montetondo,Veneto,2★-3★,8-12,Garganega 100%,Garganelli con julienne di calamari e ortiche,85.6,2★-3★,85.6,nd,nd,Veneto Soave,,Bianco fermo,White Wine,12.5,35k,4,acciaio,steel,,,Italy,,,
2,0004168,,,,,,,,,,,,,,,2018,2017,Classico,Soave Classico Meridies,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 70% – Trebbiano di Soave 30%,Risotto ai pistilli di zafferano e astice,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,45,6,acciaio,steel,"Brillante giallo paglierino dai riflessi verdolini. All'esordio minerale di pietra focaia si affiancano eleganti sensazioni di fiori bianchi, gelsomino e biancospino, seguiti da evidenze di pompelmo rosa, pera e banana. Chiude con le erbe aromatiche, fra timo e fresca lavanda. In bocca l'ingresso è inizialmente sapido; crescono poi le percezioni di morbidezza e freschezza. Finale sapido su ritorni ammandorlati. Matura in acciaio per 6 mesi. ",,Italy,,,
2,0004168,,,,,,,,,,,,,,,2020,2019,Classico,Soave Classico Meridies,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 70% – Trebbiano di Soave 30%,Rotolini di bresaola e caprino con erba cipollina,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,45,6,acciaio,steel,"Paglierino luminoso dai bagliori  verdi. In primo piano caprifoglio, mughetto e biancospino, intrecciati  a erba falciata, Maggiorana e mentuccia; cede il passo a sentori di pesca, prugna gialla e bergamotto. Assaggio morbido, sapido, con sottile freschezza ad accompagnarlo su una scia ammandorlata. Equilibrato e di sostanza. Sosta in acciaio per 6 mesi. ",,Italy,,,
2,0004168,,,,,,,,,,,,,,,2022,2020,Classico,Soave Classico Meridies,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 100%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,50,6,acciaio,steel,,,Italy,,,
2,0004168,,,,,,,,,,,,,,,2023,2021,Classico,Soave Classico Meridies,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 100%,Fagottino di persico con melanzane e pomodoro,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12.5,50,6,acciaio,steel,,,Italy,,,
1,0004168-1,1.35,45,9,0.72,13,50,9,0.72,13,,,,,3.0,,,Classico,Soave Classico Meridies,DOC,Soave,Nardello,Veneto,3★,10-14,Garganega 100%,Risotto ai pistilli di zafferano e astice – Rotolini di bresaola e caprino con erba cipollina – Fagottino di persico con melanzane e pomodoro,86.0,3★,86.0,nd,nd,Veneto Soave,,Bianco fermo,White Wine,12.5,50k,6,acciaio,steel,,,Italy,,,
2,0004169,,,,,,,,,,,,,,,2020,2016,Classico,Soave Classico Monte Zoppega,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 100%,Garganelli freschi con gamberi di fiume,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,7,6,botte piccola,small oak,"Giallo paglierino con luminosi bagliori  di gioventù. In apertura profumi di pompelmo, arancia, melone e pesca nettarina, poi biancospino e caprifoglio, per concludere con sfumature di erbe aromatiche, salvia e melissa. Sorso deciso e fresco, equilibrato, appagante e sapido. Chiudono aromi tostati e ritorni minerali. Riposa parzialmente in barrique per 6 mesi ",,Italy,,,
2,0004169,,,,,,,,,,,,,,,2022,2018,Classico,Soave Classico Monte Zoppega,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 100%,Branzino al sale,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,7,6,botte piccola,small oak,"Paglierino dai bellissimi riflessi  oro. Impronta odorosa scandita da riconoscimenti di sambuco, fiori d’arancio, gelsomino, miele d'acacia e caramella d'orzo; emergono poi nespola, pesca, ananas e agrumi canditi; fanno eco nel finale nuance di anice stellato e zafferano, con soffi minerali. Il sorso, nel contesto di una generale morbidezza, regala freschezza indomita e sfoggia decisa sapidità, che dona lunga persistenza e una delicata chiusura  alla mandorla. Matura parzialmente in barrique di rovere per 6 mesi. ",,Italy,,,
2,0004169,,,,,,,,,,,,,,,2023,2019,Classico,Soave Classico Monte Zoppega,DOC,Soave,Nardello,Veneto,3,11-15,Garganega 100%,Lasagnette con ragù di coniglio,88,3,88,,na,Veneto Soave,,Bianco fermo,White Wine,13,7,6,botte piccola,small oak,,,Italy,,,
1,0004169-1,1.02,55,7,0.50,9,62,7,0.50,9,,,,,3.0,,,Classico,Soave Classico Monte Zoppega,DOC,Soave,Nardello,Veneto,3★,11-15,Garganega 100%,Lasagnette con ragù di coniglio – Branzino al sale – Garganelli freschi con gamberi di fiume,86.7,3★,86.7,nd,nd,Veneto Soave,,Bianco fermo,White Wine,13,7k,6,botte piccola,small oak,,,Italy,,,
2,0004170,,,,,,,,,,,,,,,2020,2017,Classico,Soave Classico Vecchie Vigna Turbian,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 70% – Trebbiano di Soave 30%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,10,-,-,-,,,Italy,,,
2,0004170,,,,,,,,,,,,,,,2022,2019,Classico,Soave Classico Vecchie Vigna Turbian,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 70% – Trebbiano di Soave 30%,Tagliolini all'aragosta,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,10,6,acciaio,steel,"Giallo paglierino di spiccata luminosità Apre su sentori di ananas, pesca gialla, nespola, pompelmo e mandarino,  su un fondo minerale di pietra  focaia e polvere di roccia. Seguono profumi di fiori bianchi, caprifoglio e biancospino, a braccetto con salvia e melissa. Equilibrato in bocca, di vivace freschezza e generosa sapidità, persiste su sensazioni fruttate con ricordi ammandorlati. Riposa per 6 mesi in acciaio. ",,Italy,,,
2,0004170,,,,,,,,,,,,,,,2023,2020,Classico,Soave Classico Vecchie Vigna Turbian,DOC,Soave,Nardello,Veneto,3,10-14,Garganega 70% – Trebbiano di Soave 30%,Coniglio al forno con funghi,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,12,6,acciaio,steel,,,Italy,,,
1,0004170-1,1.02,55,7,0.54,10,62,7,0.54,10,,,,,3.0,,,Classico,Soave Classico Vecchie Vigna Turbian,DOC,Soave,Nardello,Veneto,3★,10-14,Garganega 70% – Trebbiano di Soave 30%,Coniglio al forno con funghi – Tagliolini all'aragosta – ,86.0,3★,86.0,nd,nd,Veneto Soave,,Bianco fermo,White Wine,13,12k,6,acciaio,steel,,,Italy,,,
2,0004113,,,,,,,,,,,,,,,2018,2015,Classico,Soave Classico Cecilia Beretta Brognoligo,DOC,Soave,Pasqua,Veneto,3,10-14,Garganega 85% – Chardonnay 15%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13,25,3,acciaio,steel,,,Italy,,,
2,0004113,,,,,,,,,,,,,,,2022,2019,Classico,Soave Classico Cecilia Beretta Brognoligo,DOC,Soave,Pasqua,Veneto,3,20-24,Garganega 85% – Chardonnay 15%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13.5,25,3,acciaio,steel,,,Italy,,,
2,0004113,,,,,,,,,,,,,,,2023,2020,Classico,Soave Classico Cecilia Beretta Brognoligo,DOC,Soave,Pasqua,Veneto,3,20-24,Garganega 85% – Chardonnay 15%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,13.5,25,3,acciaio,steel,,,Italy,,,
1,0004113-1,1.02,55,7,0.30,5,62,7,0.30,5,,,,,3.0,,,Classico,Soave Classico Cecilia Beretta Brognoligo,DOC,Soave,Pasqua,Veneto,3★,20-24,Garganega 85% – Chardonnay 15%,nd,86.0,3★,86.0,nd,nd,Veneto Soave,,Bianco fermo,White Wine,13.5,25k,3,acciaio,steel,,,Italy,,,
2,0004103,,,,,,,,,,,,,,,2017,2015,Classico,Soave Classico,DOC,Soave,Pieropan,Veneto,3,10-14,Garganega 85% – Trebbiano di Soave 15%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12,330,-,-,-,,,Italy,,,
2,0004103,,,,,,,,,,,,,,,2018,2016,Classico,Soave Classico,DOC,Soave,Pieropan,Veneto,3,10-14,Garganega 85% – Trebbiano di Soave 15%,nd,85,3,85,,na,Veneto Soave,,Bianco fermo,White Wine,12,330,-,-,-,,,Italy,,,
2,0004103,,,,,,,,,,,,,,,2019,2017,Classico,Soave Classico,DOC,Soave,Pieropan,Veneto,2,10-14,Garganega 85% – Trebbiano di Soave 15%,nd,84,2,84,,na,Veneto Soave,,Bianco fermo,White Wine,12,320,-,-,-,,,Italy,,,
2,0004103,,,,,,,,,,,,,,,2020,2018,Classico,Soave Classico,DOC,Soave,Pieropan,Veneto,3,10-14,Garganega 85% – Trebbiano di Soave 15%,nd,85,3,85,,na,Veneto Soave,,Bianco fermo,White Wine,12,320,-,-,-,,,Italy,,,
2,0004103,,,,,,,,,,,,,,,2021,2019,Classico,Soave Classico,DOC,Soave,Pieropan,Veneto,3,10-14,Garganega 85% – Trebbiano di Soave 15%,nd,86,3,86,,na,Veneto Soave,,Bianco fermo,White Wine,12,320,-,-,-,,,Italy,,,
2,0004103,,,,,,,,,,,,,,,2022,2020,Classico,Soave Classico,DOC,Soave,Pieropan,Veneto,3,10-14,Garganega 85% – Trebbiano di Soave 15%,nd,85,3,85,,na,Veneto Soave,,Bianco fermo,White Wine,12,320,-,-,-,,,Italy,,,
2,0004103,,,,,,,,,,,,,,,2023,2021,Classico,Soave Classico,DOC,Soave,Pieropan,Veneto,2,11-15,Garganega 85% – Trebbiano di Soave 15%,Coda di rospo gratinata,84,2,84,,na,Veneto Soave,,Bianco fermo,White Wine,12,500,-,-,-,,,Italy,,,
1,0004103-1,1.59,42,10,0.79,14,47,10,0.79,14,,,,,2.7,,,Classico,Soave Classico,DOC,Soave,Pieropan,Veneto,2★-3★,11-15,Garganega 85% – Trebbiano di Soave 15%,Coda di rospo gratinata,85.0,2★-3★,85.0,nd,nd,Veneto Soave,,Bianco fermo,White Wine,12,500k,-,-,-,,,Italy,,,
2,0000211,,,,,,,,,,,,,,,2017,2014,Classico,Soave Classico Calvarino,DOC,Soave,Pieropan,Veneto,3,15-19,Garganega 70 – Trebbiano di Soave 30%,Carpaccio di ricciolo su salsa d'arancia,85,,85,na,,Veneto Soave,,Bianco fermo,White Wine,12.5,55,14,cemento,concrete,"Oro rilucente di riflessi metallici su sfondo paglierino. Ampio e profondo profilo olfattivo. L'elegante floreale di acacia, tiglio e fiori d'arancio, in seguito, lascia emergere la frutta, come pesca, ananas e pera williams. Quindi erbe aromatiche, mandorla fresca e leggere note di pompelmo. Bell'equilibrio all'assaggio esordio vellutato che lascia poi spazio alla notevole sapidità minerale. Finale pulito e appena astringente con ritorni di fiori e di agrumi. ",,Italy,,,
2,0000211,,,,,,,,,,,,,,,2018,2015,Classico,Soave Classico Calvarino,DOC,Soave,Pieropan,Veneto,3,15-19,Garganega 70 – Trebbiano di Soave 30%,Scampi in agrodolce,86,,86,na,,Veneto Soave,,Bianco fermo,White Wine,12.5,55,14,cemento,concrete,"Aspetto signorile in una veste giallo paglierino vivace e lucente. Nessuna esitazione, ingresso olfattivo preciso con marcata mineralità, poi pesca, pompelmo e cedro. Sopraggiungono essenze di profumeria, talco e cipria, investite da una corrente balsamica mentolata e da florealità di gelsomino e mughetto. Palato agrumato e sapido che si allarga lentamente verso orizzonti minerali e fruttati, scivolando in un finale fresco e convincente, ragionato sulla delicatezza e su sensazioni appaganti",,Italy,,,
2,0000211,,,,,,,,,,,,,,,2019,2016,Classico,Soave Classico Calvarino,DOC,Soave,Pieropan,Veneto,3,20-24,Garganega 70 – Trebbiano di Soave 30%,Catalana di crostacei,86,,86,na,,Veneto Soave,,Bianco fermo,White Wine,12.5,55,14,cemento,concrete,"Paglierino pieno. In primo piano agrumi, accompagnati da erbe aromatiche, maggiorana e mentuccia; poi cenni di fieno e anice stellato. Seguono bergamotto, cedro e una lieve mandorla tostata. Assaggio vellutato, sapido, con una sottile traccia di freschezza. Diritto, elegante: gioventù in cerca di equilibrio che non ha fretta di trovare.",,Italy,,,
2,0000211,,,,,,,,,,,,,,,2020,2017,Classico,Soave Classico Calvarino,DOC,Soave,Pieropan,Veneto,3,20-24,Garganega 70 – Trebbiano di Soave 30%,Risotto al nero di seppia,86,,86,na,,Veneto Soave,,Bianco fermo,White Wine,12.5,55,14,cemento,concrete,"Giallo paglierino lucente dai riflessi verdolini All'olfatto regala dapprima sentori di tiglio e nettarina, per poi passare a ricordi di lavanda, malva, miele, agrumi e macchia mediterranea. AI palato è rotondo, sinuoso e vellutato nella sua decisa morbidezza, rintuzzata da un rivolo altrettanto risoluto di freschezza e sapidità. Persistente, con sensazioni conclusive di frutta e mandorla. ",,Italy,,,
2,0000211,,,,,,,,,,,,,,,2021,2018,Classico,Soave Classico Calvarino,DOC,Soave,Pieropan,Veneto,3,20-24,Garganega 70 – Trebbiano di Soave 30%,San Pietro al forno e radicchio rosso stufato,87,,87,na,,Veneto Soave,,Bianco fermo,White Wine,12.5,55,14,cemento,concrete,"Giallo paglierino di preziosa luminosità. Apre intenso sui sentori di pesca bianca, bergamotto e timbri tropicali; ricordi di glicine e ginestra sono intercalati dall'aromaticità balsamica  di erba cedrina, anice e menta. Sullo sfondo appaiono anche soffi fumé. Al palato è  molto equilibrato, con viva freschezza e una marcata impronta sapida a tracciarne la solida ‘ossatura. Persiste lungo, senza sbavature, su toni agrumati e sulfurei.",,Italy,,,
2,0000211,,,,,,,,,,,,,,,2022,2019,Classico,Soave Classico Calvarino,DOC,Soave,Pieropan,Veneto,5,20-24,Garganega 70 – Trebbiano di Soave 30%,Arrosto di tacchino su julienne di peperoni,91,,91,na,,Veneto Soave,,Bianco fermo,White Wine,12.5,55,14,cemento,concrete,"Paglierino lucente, percorso da riflessi dorati. Regala sensazioni olfattive eleganti, di frutta polposa, anche tropicale, con un fre- sco finale di erbe aromatiche. Al palato dimostra carattere e un ottimo equilibrio, governato da una fragrante vena di freschezza e sapidità.",,Italy,,,
2,0000211,,,,,,,,,,,,,,,2023,2020,Classico,Soave Classico Calvarino,DOC,Soave,Pieropan,Veneto,5,21-25,Garganega 70 – Trebbiano di Soave 30%,Linguine allo scoglio,91,,90,na,,Veneto Soave,,Bianco fermo,White Wine,12.5,60,14,cemento,concrete,,,Italy,,,
1,000211-1,7.33,6,47,2.04,36,7,47,2.04,36,,,,,3.6,,,Classico,Soave Classico Calvarino,DOC,Soave,Pieropan,Veneto,3★-5★,21-25,Garganega 70 – Trebbiano di Soave 30%,Scampi in agrodolce – Catalana di crostacei – Risotto al nero di seppia – San Pietro al forno e radicchio rosso stufato – Arrosto di tacchino su julienne di peperoni – Linguine allo scoglio,87.4,0★,87.3,nd,nd,Veneto Soave,,Bianco fermo,White Wine,12.5,60k,14,cemento,concrete,,,Italy,,,
2,0000212,,,,,,,,,,,,,,,2017,2014,Classico,Soave Classico La Rocca,DOC,Soave,Pieropan,Veneto,5,25-29,Garganega 100%,Ricciola con crema di fave,91,,91,na,,Veneto Soave,,Bianco fermo,White Wine,13,48,14,botte grande,big oak,"Paglierino brillante, con qualche riflesso verde. Ricco ed esuberante: nocciola tostata, robinia, erbe aromatiche e cenni di tabacco biondo sono preludio all'immediata esplosione del frutto, che fa breccia con mela golden e pesca, sotteso da mineralità gessosa. È perfettamente bilanciato fra corpo generoso e calore alcolico, con vibrante intreccio di freschezza e sapidità Chiude lungo con note di pistacchio tostato e amaricante salino.",,Italy,,,
2,0000212,,,,,,,,,,,,,,,2018,2015,Classico,Soave Classico La Rocca,DOC,Soave,Pieropan,Veneto,5,25-29,Garganega 100%,Pappardelle ai porcini,93,,93,na,,Veneto Soave,,Bianco fermo,White Wine,13,48,14,botte grande,big oak,"Giallo dorato brillante e vivido, di grande luminosità e limpidezza. Entusiasmanti i delicati profumi di frutta, susina, albicocca e banana, posati su morbida crema alla pesca. Non mancano esotismi di mango e frutto della passione ad anticipare sottili effluvi di fiori  di acacia, felce e zafferano. Sorso sontuoso condotto magistralmente da un pregevole equilibrio tra decisa freschezza e gradevole morbidezza, avvolte da una corretta matrice alcolica. Chiusura sapida con ricordo di spezie dolci. ",,Italy,,,
