Entry,0006564,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
1,0003059-1,2.03,91,11,0.39,15,,,,,100,11,0.39,15,3.0,,,,Franciacorta Brut Nature,DOCG,Franciacorta,Vigna Dorata,Lombardia,3★,27-31,Chardonnay 80% – Pinot nero 20%,Rombo al forno con salsa al cerfoglio – Linguine al pesto – Spaghetti con pomodorini confit – Parmigiana di melanzane – Risotto alla zucca,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,3k,36,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003056,,,,,,,,,,,,,,,2017,2017,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,20-24,Chardonnay 100%,Spaghetti con frutti di mare al cartoccio,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,25,8+36,acciaio+sur lie,steel+sur lie,"Brillante paglierino dai luccichii dorati, fine e incessante il perlage. Appaiono in successione sentori di crosta di pane, pesca gialla e mirabelle, sullo sfondo un bouquet di fiori di campo e una sottile scia erbacea. Cremoso al palato, dove freschezza e sapidità si armonizzano nel corpo. Gradevole finale amaricante. Solo acciaio e sosta sui lieviti per 36 mesi ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003056,,,,,,,,,,,,,,,2018,2018,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,20-24,Chardonnay 100%,Risotto pere e cannella,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12.5,23,8+36,acciaio+sur lie,steel+sur lie,"Paglierino brillante, luminoso, e delicato ma incessante perlage. Si esprime dapprima con profumi fini di camomilla, agrumi canditi, vegetazione bagnata e accenni di nespola, per poi virare su sentori di brioche, curcuma e curry. Invitante al palato, potente e di grande freschezza, si dispone con equilibrio, verso un finale persistente, coerente con le sensazioni olfattive. Sta 36 mesi sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003056,,,,,,,,,,,,,,,2020,2020,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Vigna Dorata,Lombardia,2,20-24,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,25,8+30,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003056,,,,,,,,,,,,,,,2021,2021,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,20-24,Chardonnay 100%,Frittura di alici e calamaretti,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,25,8+30,acciaio+sur lie,steel+sur lie,"Luminoso giallo paglierino con eleganteeffervescenza. Al naso sensazioni di fioredi zagara rincorrono nuance di mela grannysmith, limone, pompelmo e crosta di pane.Morbido, di buona freschezza e sapido,l'assaggio è completato da una vellutatabollicina. Da vigne su terreni morenici, fermentee matura in acciaio e permane 30 mesi suilieviti in bottiglia",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003056,,,,,,,,,,,,,,,2022,2022,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,15-19,Chardonnay 100%,Orata al cartoccio con erbe aromatiche,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,24,8+30,acciaio+sur lie,steel+sur lie,"Perlage fine, veste giallo paglierino. Svela intriganti profumi di mela cotogna, susina, ananas; vira poi su polvere di zenzero, pa- glia, pane, mandorla e sfumature minerali. Il corpo è cremoso e delicato, di buona estensione e con un finale fresco-sapido. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003056,,,,,,,,,,,,,,,2023,2023,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,15-19,Chardonnay 100%,Frittura di canestrelli e calamari,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,20,8+30,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0003056-1,1.81,114,10,0.59,22,,,,,125,10,0.59,22,2.8,,,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Vigna Dorata,Lombardia,2★-3★,15-19,Chardonnay 100%,Spaghetti con frutti di mare al cartoccio – Risotto pere e cannella – Frittura di alici e calamaretti – Orata al cartoccio con erbe aromatiche – Frittura di canestrelli e calamari,85.8,2★-3★,85.8,nd,nd,,,Bianco spumante,Sparkling White,12.5,20k,8+30,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003230,,,,,,,,,,,,,,,2018,2011,Saten – Millesimato,Franciacorta Brut Saten Millesimato,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,35-39,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,2,55,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0003230,,,,,,,,,,,,,,,2019,2012,Saten – Millesimato,Franciacorta Brut Saten Millesimato,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,35-39,Chardonnay 100%,Tinca all'aneto,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,2,55,sur lie,steel+sur lie,"Giallo paglierino intenso, attraversato da  riflessi verdolini e illuminato da un perlage fitto e durevole. Al naso si avvertono immediati riconoscimenti di lievito, che poco dopo si aprono a piacevoli fragranze di mela rossa, fiori bianchi e tarassaco, per concludere su un finale dai rimandi di miele d'acacia e grafite. In bocca, una soffice e persistente pungenza amplifica la tonificante sensazione di freschezza. Sui lieviti per 55 mesi, affina per 7 in bottiglia ",,Italy,Vintage,Traditional/Classic method,Brut
2,0003230,,,,,,,,,,,,,,,2023,2016,Saten – Millesimato,Franciacorta Brut Saten Millesimato,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,38-42,Chardonnay 100%,Minestra d'orzo perlato con fagioli,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,2,55,sur lie,steel+sur lie,"Esuberante e sinuoso I perlage. Mela Golden e pesca glalla si Integratcon ammiccanti cenni di gelsomino, zenzero e pietra focala. AL palato lmorbidezza gioca in armonioso eguilibrlo con una fresca e docile sapidità.IL vino si dilata in echi di frutta glalta e fini sfumature di vaniglia",,Italy,Vintage,Traditional/Classic method,Brut
1,0003230-1,1.02,211,6,0.14,5,,,,,234,6,0.14,5,3.0,,,Saten – Millesimato,Franciacorta Brut Saten Millesimato,DOCG,Franciacorta,Vigna Dorata,Lombardia,3★,38-42,Chardonnay 100%,Minestra d'orzo perlato con fagioli – Tinca all'aneto – ,86.7,3★,86.7,nd,nd,,,Bianco spumante,Sparkling White,12.5,2k,55,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003307,,,,,,,,,,,,,,,2017,2017,,Franciacorta Extra Brut,DOCG,Franciacorta,Vigna Dorata,Lombardia,3,20-24,Chardonnay 80% – Pinot nero 20%,Baccalà in tempura e composta di cipolle rosse,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,25,sur lie,steel+sur lie,"Paglierino brillante con riflessi dorati, dal lungo e fine perlage. Spiccano profumi floreali di pesco e cedro, seguiti da erbe aromatiche, rosmarino e mentuccia,  e sfumature tostate di panetteria. Grande piacevolezza al gusto, coeso tra effervescenza e struttura. Finale fruttato. Solo acciaio e sosta sui lieviti per 24 MesiI. ",,Italy,Sans Année,Traditional/Classic method,Brut
1,0003307-1,0.34,307,2,0.09,3,,,,,351,2,0.09,3,3.0,,,,Franciacorta Extra Brut,DOCG,Franciacorta,Vigna Dorata,Lombardia,3★,20-24,Chardonnay 80% – Pinot nero 20%,Baccalà in tempura e composta di cipolle rosse,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,3k,25,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003063,,,,,,,,,,,,,,,2019,2019,,Franciacorta Brut Cuvee La Capinera,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 70% – Pinot bianco 30%,Risotto alla milanese,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,23,6+24,acciaio+sur lie,steel+sur lie,"Giallo paglierino dorato, solcato da catenelle numerose e sottili. Al naso sprigiona riconoscimenti di zafferano e curcuma, incorniciati da cenni di gelsomino, mela e  pera, sfumature di panificazione e un leggero erbaceo. Sorso fresco e cremoso, dalla sapidità accennata e con echi coerenti con l'olfatto. Sosta per 24 mesi sui lieviti. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003063,,,,,,,,,,,,,,,2020,2020,,Franciacorta Brut Cuvee La Capinera,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 70% – Pinot bianco 30%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,23,6+24,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003063,,,,,,,,,,,,,,,2021,2021,,Franciacorta Brut Cuvee La Capinera,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 70% – Pinot bianco 30%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,25,6+24,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003063,,,,,,,,,,,,,,,2022,2022,,Franciacorta Brut Cuvee La Capinera,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 70% – Pinot bianco 30%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,25,6+24,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003063,,,,,,,,,,,,,,,2023,2023,,Franciacorta Brut Cuvee La Capinera,DOCG,Franciacorta,Vigneti Cenci,Lombardia,4,18-22,Chardonnay 70% – Pinot bianco 30%,Camembert,90,4,90,nd,nd,,,Bianco spumante,Sparkling White,12.5,25,6+24,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0003063-1,2.36,78,13,0.66,24,,,,,87,13,0.66,24,3.2,,,,Franciacorta Brut Cuvee La Capinera,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3★-4★,18-22,Chardonnay 70% – Pinot bianco 30%,Risotto alla milanese – Camembert,86.8,3★-4★,86.8,nd,nd,,,Bianco spumante,Sparkling White,12.5,25k,6+24,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003161,,,,,,,,,,,,,,,2019,2010,Millesimato,Franciacorta Brut Cuvee Sessanta Millesimato,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,30-34,Chardonnay 90% – Pinot nero 10%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,2,-,-,-,,,Italy,Vintage,Traditional/Classic method,Brut
1,0003161-1,0.34,307,2,0.06,2,,,,,351,2,0.06,2,3.0,,,Millesimato,Franciacorta Brut Cuvee Sessanta Millesimato,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3★,30-34,Chardonnay 90% – Pinot nero 10%,nd,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,2k,-,-,-,,,Italy,Vintage,Traditional/Classic method,Brut
2,0003061,,,,,,,,,,,,,,,2020,2010,Millesimato,Franciacorta Brut Millesimato Nelson Cenci L'Insolita Annata,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,45-49,Chardonnay 70% – Pinot bianco 20% – Pinot nero 10%,Petto d'anatra alle mandorle,87,3,87,nd,nd,,,Bianco spumante,Sparkling White,12.5,1,6+90,acciaio+sur lie,steel+sur lie,"Giallo paglierino vivace, dalle bollicine esuberanti e persistenti. All’olfatto mostra fragranza, con profumi di frutta tropicale, pesca gialla e fiori gialli che sfumano in una chiosa che ricorda la crosta di pane e lo zafferano. Appagante alla beva, lungo ed elegante, conferma le nuance olfattive. Solo acciaio e autolisi per 60 mesi sui lieviti ",,Italy,Vintage,Traditional/Classic method,Brut
2,0003061,,,,,,,,,,,,,,,2019,2011,Millesimato,Franciacorta Brut Millesimato Nelson Cenci L'Insolita Annata,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,45-49,Chardonnay 70% – Pinot bianco 20% – Pinot nero 10%,nd,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,1,6+90,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
1,0003061-1,0.68,261,4,0.08,3,,,,,293,4,0.08,3,3.0,,,Millesimato,Franciacorta Brut Millesimato Nelson Cenci L'Insolita Annata,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3★,45-49,Chardonnay 70% – Pinot bianco 20% – Pinot nero 10%,Petto d'anatra alle mandorle – ,87.5,3★,87.5,nd,nd,,,Bianco spumante,Sparkling White,12.5,1k,6+90,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0003064,,,,,,,,,,,,,,,2017,2017,Saten,Franciacorta Brut Saten Cuvee La Via Della Seta,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 90% – Pinot bianco 10%,Spaghetti con ragù di pesce persico,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,12,6+30,acciaio+sur lie,steel+sur lie,"Paglierino con luminosi riflessi verdolini. Il ventaglio olfattivo si apre su note di fiori di arancio, biancospino, mughetto, mandorla e crema pasticciera. L'approccio del sorso è delicatamente cremoso, con ritorni di agrumi e mousse di limone. Buona la persistenza, arricchita dalla chiusura leggermente boisé. Vinificato in acciaio, sosta per 36 mesi sui lieviti. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003064,,,,,,,,,,,,,,,2019,2019,Saten,Franciacorta Brut Saten Cuvee La Via Della Seta,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 90% – Pinot bianco 10%,Mousse di gamberi e avocado,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,12,6+30,acciaio+sur lie,steel+sur lie,"Giallo paglierino lucente, di raffinata e durevole effervescenza. Un ricco bouquet di pesca, mela, frutti esotici e fini nuance di bergamotto compongono un profilo odoroso variegato.  La pungenza cremosa solletica un palato di gradevole sapidità e freschezza. Fermentazione e riposo in acciaio, con permanenza di 36 mesi sui lieviti. Affina per 6 mesi dopo la sboccatura. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003064,,,,,,,,,,,,,,,2020,2020,Saten,Franciacorta Brut Saten Cuvee La Via Della Seta,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 90% – Pinot bianco 10%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,12,6+30,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003064,,,,,,,,,,,,,,,2021,2021,Saten,Franciacorta Brut Saten Cuvee La Via Della Seta,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 90% – Pinot bianco 10%,Carpaccio di spada affumicato,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,12,6+30,acciaio+sur lie,steel+sur lie,"Vivido colore giallo paglierino, con riflessidorati che si mescolano a una spuma ricca etenace. All'olfatto regala invitanti ricordi di erbalimoncina, cedro e lime, accostati a fragrantitracce di crosta di pane e mela. L'assaggioconiuga personalità e piacevolezza, con unincipit di decisa freschezza che si integra in piùrotonde suggestioni di frutta tropicale. Lungo ilfinale, arricchito da aromi balsamici. Riposa per30 mesi sui lieviti",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003064,,,,,,,,,,,,,,,2022,2022,Saten,Franciacorta Brut Saten Cuvee La Via Della Seta,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 90% – Pinot bianco 10%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,12,6+30,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003064,,,,,,,,,,,,,,,2023,2023,Saten,Franciacorta Brut Saten Cuvee La Via Della Seta,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,20-24,Chardonnay 90% – Pinot bianco 10%,Zuppa di pesce,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,15,6+30,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0003064-1,2.03,91,11,0.52,19,,,,,100,11,0.52,19,3.0,,,Saten,Franciacorta Brut Saten Cuvee La Via Della Seta,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3★,20-24,Chardonnay 90% – Pinot bianco 10%,Spaghetti con ragù di pesce persico – Mousse di gamberi e avocado – Carpaccio di spada affumicato – Zuppa di pesce,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,15k,6+30,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003060,,,,,,,,,,,,,,,2017,2017,,Franciacorta Extra Brut Cuvee Nelson Cenci,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,25-29,Chardonnay 80% – Pinot bianco 20%,nd,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,6+48,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0003060,,,,,,,,,,,,,,,2018,2018,,Franciacorta Extra Brut Cuvee Nelson Cenci,DOCG,Franciacorta,Vigneti Cenci,Lombardia,5,25-29,Chardonnay 80% – Pinot bianco 20%,Tagliolini all'astice,92,5,92,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,6+48,acciaio+sur lie,steel+sur lie,"Affascinante giallo paglierino intenso, reso brillante da un incessante perlage. Il profilo olfattivo si snoda tra nuance di frutta, dalla pesca gialla ai frutti esotici, ananas in particolare, chiudendo con cenni delicati di pasticceria. Il sorso, fruttato e agrumato, e supportato dalla cremosità della bollicine setose, evidenzia un'ottima corrispondenza gusto-olfattiva. Echi minerali in chiusura. Da vigne ventennali, sosta sui lieviti per 36 mesi ",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0003060,,,,,,,,,,,,,,,2019,2019,,Franciacorta Extra Brut Cuvee Nelson Cenci,DOCG,Franciacorta,Vigneti Cenci,Lombardia,5,30-34,Chardonnay 80% – Pinot bianco 20%,Maiale in crosta,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12.5,2,6+48,acciaio+sur lie,steel+sur lie,"Ammaliante giallo dorato, brilla di un perlage fine e persistente. All'olfatto rivela un orizzonte di profumi che spazia dalla mela gialla alla ginestra, dalla cannella alle fragranze di crostra di pane, di pasticceria e nocciola. È in perfetto equilibrio tra freschezza e morbidezza, anche grazie alla finezza di una bollicina ben presente. Si congeda a passo lento, concludendo la progressione lungo una scia di accennata sapidità. Matura per 48 mesi sui lieviti e affina per 6 in bottiglia dopo la sboccatura. ",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0003060,,,,,,,,,,,,,,,2020,2020,,Franciacorta Extra Brut Cuvee Nelson Cenci,DOCG,Franciacorta,Vigneti Cenci,Lombardia,5,30-34,Chardonnay 80% – Pinot bianco 20%,Fusilli al pesto di pistacchi e guanciale,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12.5,2,6+48,acciaio+sur lie,steel+sur lie,"Sfavillante giallo paglierino, arricchito da unfitto e finissimo perlage. Il corredo olfattivo èun tripudio di fiori e frutta: acacia, tiglio, perawilliams, pesca gialla; c'è ancora spazio pertocchi di erbe aromatiche e una soave notaagrumata, che ricorda la crema pasticciera allimone. L'assaggio rivela un raffinato equilibriotra freschezza e sapidità, sublimato dallacremosità delle bollicine, che si dissolve su unlunghissimo finale di cedro candito. Maturaper un anno in acciaio prima di riposare per 48mesi sui lieviti",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0003060,,,,,,,,,,,,,,,2021,2021,,Franciacorta Extra Brut Cuvee Nelson Cenci,DOCG,Franciacorta,Vigneti Cenci,Lombardia,4,30-34,Chardonnay 80% – Pinot bianco 20%,Ravioli ripieni di borragine al burro di malga,90,4,90,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,6+48,acciaio+sur lie,steel+sur lie,"Brillante veste dorata, impreziosita da sottilie persistenti bollicine. Elegante bouquetolfattivo, declinato su rassicuranti profumi dicrema pasticciera, croissant al burro e pastadi mandorle. Subentrano poi toni più freschi dimela golden, erbe aromatiche e menta. Sorsocremoso e ricco, di piena corrispondenzagusto-olfattiva, con richiami balsamici e difrutta secca lievemente tostata. Lungo il finale,caratterizzato da echi gessosi e sapidi. Maturaper 6 mesi in acciaio, poi sosta per 48 mesi suilieviti in bottiglia.",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0003060,,,,,,,,,,,,,,,2022,2022,,Franciacorta Extra Brut Cuvee Nelson Cenci,DOCG,Franciacorta,Vigneti Cenci,Lombardia,4,35-39,Chardonnay 80% – Pinot bianco 20%,Sformato di salmone e zucchine al timo,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,6+80,acciaio+sur lie,steel+sur lie,"Un sipario d'oro lucente con bollicine finissime. Emoziona con profumi di mela renetta e susina gialla, ginestra, miele e menta, congedandosi su sfumature iodate. Sorso intraprendente, dal- la proverbiale cremosità. L'equilibrata dinamica fresco-sapida chiude con aromi evoluti e di erbe provenzali. ",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0003060,,,,,,,,,,,,,,,2023,2023,,Franciacorta Extra Brut Cuvee Nelson Cenci,DOCG,Franciacorta,Vigneti Cenci,Lombardia,5,27-31,Chardonnay 80% – Pinot bianco 20%,Ostriche,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,6+80,acciaio+sur lie,steel+sur lie,"Aristocratico paglierino dal finissimo pertage. Avvolgenti memorle di legno‘i Uquirizia s afiancano a profumi di peonia, Incastri di uva spina, susinaciliegia blanca; pol cedro ed erbe aromatiche, Dinamica gustativaperfettamente equilibrata, espressiva e di precisà corfispondenza conlolfatto.",,Italy,Sans Année,Traditional/Classic method,Extra Brut
1,0003060-1,13.94,4,78,2.69,100,,,,,4,78,2.69,100,4.4,,,,Franciacorta Extra Brut Cuvee Nelson Cenci,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3★-5★,27-31,Chardonnay 80% – Pinot bianco 20%,Tagliolini all'astice – Maiale in crosta – Fusilli al pesto di pistacchi e guanciale – Ravioli ripieni di borragine al burro di malga – Sformato di salmone e zucchine al timo – Ostriche,90.3,3★-5★,90.3,nd,nd,,,Bianco spumante,Sparkling White,12.5,3k,6+80,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003062,,,,,,,,,,,,,,,2017,2017,,Franciacorta Pas Dose Cuvee Zero,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,25-29,Chardonnay 70% – Pinot bianco 30%,Sushi,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,6,6+24,acciaio+sur lie,steel+sur lie,"Paglierino brillante e fine perlage. Sprint odoroso di mela golden, croccante di mandorle, limone, mandarino, ananas, mango, timo e cenni di zenzero. In bocca è teso e vibrante, si dispone con eleganza, misurato volume carbonico e ottima corrispondenza gusto-olfattiva Lunga persistenza con chiusura fruttata e gradevole scia minerale. Solo acciaio, sosta per 24 mesi sui lieviti. ",,Italy,Sans Année,Traditional/Classic method,Pas Dosé
2,0003062,,,,,,,,,,,,,,,2018,2018,,Franciacorta Pas Dose Cuvee Zero,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,25-29,Chardonnay 70% – Pinot bianco 30%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,6,6+36,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Pas Dosé
2,0003062,,,,,,,,,,,,,,,2019,2019,,Franciacorta Pas Dose Cuvee Zero,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,25-29,Chardonnay 70% – Pinot bianco 30%,nd,87,3,87,nd,nd,,,Bianco spumante,Sparkling White,12.5,4,6+36,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Pas Dosé
2,0003062,,,,,,,,,,,,,,,2020,2020,,Franciacorta Pas Dose Cuvee Zero,DOCG,Franciacorta,Vigneti Cenci,Lombardia,4,25-29,Chardonnay 70% – Pinot bianco 30%,Rombo grigliato agli agrumi,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,12.5,4,6+36,acciaio+sur lie,steel+sur lie,"Paglierino intenso, illuminato da interminabili  e sottili catene di bollicine. Panorama odoroso complesso, ricco di profumi che spaziano dal biancospino al glicine bianco, dall'albicocca  al frutto della passione, su un fondo di pan brioche e sbuffi di anice e menta. Il sorso conquista per eleganza, dotato di una struttura impalpabile; libera ricordi di mandarino e lime che rimangono a lungo. Per 36 mesi sui lieviti in bottiglia. ",,Italy,Sans Année,Traditional/Classic method,Pas Dosé
2,0003062,,,,,,,,,,,,,,,2021,2021,,Franciacorta Pas Dose Cuvee Zero,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,25-29,Chardonnay 70% – Pinot bianco 30%,Mezzi paccheri alla polpa di granchio,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,6,6+36,acciaio+sur lie,steel+sur lie,"Giallo paglierino luminoso, dal fitto e durevoleperlage. Naso estroverso, che abbracciafiore di sambuco, pesca bianca e un delicatoaccenno di frollino al burro; in seconda battutasfilano lime e bergamotto, uniti a soffi erbaceidi verbena. In bocca si distingue per il giustoequilibrio tra la freschezza agrumata e lastruttura avvolgente, che accompagna versouna lunga chiusura, dal lieve timbro vegetale diclorofilla Autolisi di 36 mesi suij lieviti",,Italy,Sans Année,Traditional/Classic method,Pas Dosé
2,0003062,,,,,,,,,,,,,,,2022,2022,,Franciacorta Pas Dose Cuvee Zero,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,25-29,Chardonnay 70% – Pinot bianco 30%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,6,6+36,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Pas Dosé
2,0003062,,,,,,,,,,,,,,,2023,2023,,Franciacorta Pas Dose Cuvee Zero,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3,22-26,Chardonnay 70% – Pinot bianco 30%,Tacchinella ripiena su letto di patate,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,3,6+36,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Pas Dosé
1,0003062-1,2.70,68,15,0.63,23,,,,,76,15,0.63,23,3.1,,,,Franciacorta Pas Dose Cuvee Zero,DOCG,Franciacorta,Vigneti Cenci,Lombardia,3★-4★,22-26,Chardonnay 70% – Pinot bianco 30%,Rombo grigliato agli agrumi – Mezzi paccheri alla polpa di granchio – Tacchinella ripiena su letto di patate,87.1,3★-4★,87.1,nd,nd,,,Bianco spumante,Sparkling White,12.5,3k,6+36,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003068,,,,,,,,,,,,,,,2017,2008,Millesimato,Franciacorta Brut Millè,DOCG,Franciacorta,Villa Crespia,Lombardia,3,20-24,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,50,7+30,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
