Entry,Ref,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0002033,,,,,,,,,,,,2022,2019,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Les Cretes,Valle D'Aosta,3,20-24,Fumin 100%,nd,87,3,86,3,88,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,12k,12,botte media,medium oak,,,Italia,,,
1,0002033-1,1.59,39,1.79,39,,0,,18,0.83,18,2.7,,,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Les Cretes,Valle D'Aosta,2★-3★,20-24,Fumin 100%,Carbonada di manzo e polenta – Risotto ai funghi e guanciale,85.3,2★-3★,85.0,3★,87.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,7k-13k,10-12 mesi in tonneau,botte media,medium oak,,,Italy,,,
2,0002045,,,,,,,,,,,,,2014,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Les Granges,Valle D'Aosta,2,15-19,Fumin 100%,Cervo in civet,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,3k,12,acciaio/botte,steel/oak,Rosso rubino intenso. Ventaglio ampio con chiari effluvi di sottobosco e una leggera speziatura. Deciso al gusto, dove emergono more, lamponi, sentori di cioccolato e vaniglia, chiude con una buona persistenza Maturazione per 12 mesi tra botti di rovere per il 60 per cento e acciaio per il resto. ,,Italia,,,
2,0002045,,,,,,,,,,,,,2015,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Les Granges,Valle D'Aosta,4,20-24,Fumin 100%,Brasato di vitello,89,4,89,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,4k,12,acciaio/botte,steel/oak,Rosso rubino foncé. Sprigiona un ricco corredo olfattivo fatto di amarene, more, un pot-pourri di fiori essiccati, noce moscata, chiodi di garofano, tabacco e liquirizia dolce. Sorso fresco e di buona struttura, dove ritornano in armonia con l'olfatto le note fruttate e speziate. Tannini vellutati, fusi alle note di frutta. Lungo finale. Fermenta e matura per il 60 per cento in tonneau di rovere francese. ,,Italia,,,
2,0002045,,,,,,,,,,,,,2016,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Les Granges,Valle D'Aosta,2,35-39,Fumin 100%,Lepre in civet,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,1k,12,acciaio/botte,steel/oak,Rosso rubino intenso e fittissimo.Un bouquet composito avvolge lentamente l'olfatto, dapprima con una deliziosa confettura di mirtilli poi con spezie, pepe, liquirizia e fiori appena recisi. Al palato è morbido, con tannini dal futuro promettente. In tonneau per 12 mesi, ,,Italia,,,
1,0002045-1,1.23,31,0.83,18,,0,,14,0.39,8,2.7,,,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Les Granges,Valle D'Aosta,2★-4★,35-39,Fumin 100%,Cervo in civet – Brasato di vitello – Lepre in civet,nd,2★-4★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,1k-4k,12,acciaio/botte,steel/oak,,,Italy,,,
2,0002034,,,,,,,,,,,,,2015,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Lo Triolet,Valle D'Aosta,2,20-24,Fumin 100%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,4k,-,-,-,,,Italia,,,
2,0002034,,,,,,,,,,,,,2016,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Lo Triolet,Valle D'Aosta,3,20-24,Fumin 100%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,4k,-,-,-,,,Italia,,,
2,0002034,,,,,,,,,,,,,2017,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Lo Triolet,Valle D'Aosta,3,25-29,Fumin 100%,Stracotto di cinghiale con polenta concia,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,6k,-,-,-,Impenetrabile corazza rosso rubino dai luminosi riflessi porpora. Impatto olfattivo marcato da amarene, prugna e arancia sanguinella, poi sentori di felce, cannella e pepe bianco. Muscoloso nella beva, ma ben equilibrato da tannini levigati, si congeda lasciando una scia ammandorlata. Rimane per 9 mesi tra acciaio e barrique. ,,Italia,,,
2,0002034,,,,,,,,,,,,,2018,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Lo Triolet,Valle D'Aosta,3,25-29,Fumin 100%,Stracotto di cinghiale con polenta concia,86.5,3,85,3,88,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,6k,10+10,acciaio+botte,steel+oak,Rosso rubino con riflessi porpora. Emana fin da subito riconoscimenti di prugna, mora di gelso e violetta. Si inoltra, poi, verso una parte vegetale di felce e piante alpine, chiudendo con richiami di chiodi di garofano e pino mugo. L'assaggio è equilibrato, profondo, attraversato da tannini morbidi e vellutati. La componente fruttata spicca e appaga il sorso. Matura parzialmente in barrique francesi per 10 mesi. ,,Italia,,,
2,0002034,,,,,,,,,,,,,2019,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Lo Triolet,Valle D'Aosta,3,25-29,Fumin 100%,nd,86,2,84,3,88,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,8k,10+10,acciaio+botte,steel+oak,,,Italia,,,
1,0002034-1,1.47,37,1.35,30,,0,,17,0.63,14,2.8,,,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Lo Triolet,Valle D'Aosta,2★-3★,25-29,Fumin 100%,Stracotto di cinghiale con polenta concia – Stracotto di cinghiale con polenta concia,85.7,2★-3★,85.0,3★,88.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,4k-8k,10+10,acciaio+botte,steel+oak,,,Italy,,,
2,0002028,,,,,,,,,,,,,2016,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Agricole,Valle D'Aosta,2,15-19,Fumin 100%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,3k,12,acciaio/botte,steel/oak,,,Italia,,,
2,0002028,,,,,,,,,,,,,2017,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Agricole,Valle D'Aosta,3,15-19,Fumin 100%,Costata alla griglia con erbe aromatiche,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,3k,12,acciaio/botte,steel/oak,Fittissimo e vivace rosso porpora. Apre con sentori floreali di violette e aster seguiti da profumi fruttati di mora e fragole. Chiude una nota profonda di sottobosco e muschio. AI sorso è rotondo e i suoi tannini sono garbatamente presenti. La persistenza si  fa notare regalando tracce di frutta matura. Riposa in botti grandi per 12 mesi. ,,Italia,,,
2,0002028,,,,,,,,,,,,,2019,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Agricole,Valle D'Aosta,3,20-24,Fumin 100%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,10,acciaio/botte,steel/oak,,,Italia,,,
1,0002028-1,0.79,20,0.90,20,,0,,9,0.42,9,2.7,,,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Agricole,Valle D'Aosta,2★-3★,20-24,Fumin 100%,Costata alla griglia con erbe aromatiche,nd,2★-3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k-3k,10-12 mesi in acciaio e botte,acciaio/botte,steel/oak,,,Italy,,,
2,0002041,,,,,,,,,,,,,2014,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Anselmet,Valle D'Aosta,3,25-29,Fumin 100%,Cinghiale in civet,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,5k,18,botte piccola,small oak,Rosso rubino vivo e intenso. Al naso si colgono in sequenza confettura di mora, rosa canina, rabarbaro, bastoncino di liquirizia e fiori di lavanda essiccati. Il sorso, sottolineato da un'avvolgente morbidezza e da un tannino  ben cesellato, sfuma in una lunga persistenza con sensazioni di spezie e di frutta matura Fermentazione condotta in acciaio e maturazione in barrique per 18 mesi. ,,Italia,,,
2,0002041,,,,,,,,,,,,,2015,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Anselmet,Valle D'Aosta,2,25-29,Fumin 100%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,3k,18,botte piccola,small oak,,,Italia,,,
2,0002041,,,,,,,,,,,,,2016,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Anselmet,Valle D'Aosta,3,25-29,Fumin 100%,nd,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,18,botte piccola,small oak,,,Italia,,,
2,0002041,,,,,,,,,,,,,2017,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Anselmet,Valle D'Aosta,2,25-29,Fumin 100%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,2k,18,botte piccola,small oak,,,Italia,,,
2,0002041,,,,,,,,,,,,,2019,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Anselmet,Valle D'Aosta,3,25-29,Fumin 100%,nd,86,nd,nd,3,86,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,2k,18,botte piccola,small oak,,,Italia,,,
1,0002041-1,1.25,31,1.15,25,,0,,14,0.53,12,2.6,,,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Maison Anselmet,Valle D'Aosta,2★-3★,25-29,Fumin 100%,Cinghiale in civet,84.8,2★-3★,84.5,3★,86.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,2k-5k,18,botte piccola,small oak,,,Italy,,,
2,0002036,,,,,,,,,,,,2017,2014,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Ottin,Valle D'Aosta,3,20-24,Fumin 100%,Bocconcini di asino in civet,87,3,87,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,9k,12,botte grande,big oak,Rubino intenso e di fitta tessitura. Profuma di viola mammola appassita e di confettura di fragola, con nuance di erba medica, seguono accenni di cioccolatino alla menta, tabacco da sigaro e pepe bianco. Tannini maturi stuzzicano un palato dalla struttura ben proporzionata. Vinificazione e maturazione in botti di rovere da 20 ettolitri e parzialmente in barrique. ,,Italia,,,
2,0002036,,,,,,,,,,,,2018,2015,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Ottin,Valle D'Aosta,4,25-29,Fumin 100%,Rollatina di capriolo al genepì,89,4,89,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,9k,12,botte grande,big oak,Rosso rubino vivace. Non finisce mai di stupire attraverso profumi di cioccolato fondente al peperoncino, pepe nero, ciliegie e more di rovo. l'assaggio risulta fresco ma pieno, costruito  su note sapide e fruttate in cui la parte tannica rimane meno in evidenza. Interessanti ritorni di viole essiccate e fragole di bosco arricchiscono il bouquet. Mirabile persistenza. Sosta in botti di rovere da 20 ettolitri per 12 mesi. ,,Italia,,,
2,0002036,,,,,,,,,,,,2019,2016,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Ottin,Valle D'Aosta,3,25-29,Fumin 100%,nd,88,3,88,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,1k,12,botte grande,big oak,,,Italia,,,
2,0002036,,,,,,,,,,,,2020,2017,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Ottin,Valle D'Aosta,4,30-34,Fumin 100%,Lepre in dolceforte,90,4,90,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,12,botte grande,big oak,"Rosso porpora quasi impenetrabile. Esprime inizialmente sentori floreali e di piccoli frutti rossi, in seguito, mora e gelso si inseriscono su una trama olfattiva sorretta da note balsamiche, cui fanno eco cioccolato, cannella e altre spezie. Il sorso è fresco e appagante, ben sostenuto da tannini ancora irruenti ma di qualità. Lungo epilogo. Leggero appassimento in cassette, poi soggiorna in botti di rovere per un anno. ",,Italia,,,
2,0002036,,,,,,,,,,,,2021,2018,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Ottin,Valle D'Aosta,4,20-24,Fumin 100%,Capretto alla cacciatora,89,4,90,3,88,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,10k,12,botte grande,big oak,Splendido color porpora, intenso e luminoso. Esordisce con sentori di piccoli frutti rossi e prosegue con cannella e chiodi di garofano.  In chiusura una vena ferruginosa e pepata di grande interesse, Struttura gustativa generosa, dalla trama tannica di carattere. La lunga  scia sapida trasporta il finale su intensi aromi fruttati e di liquirizia. Leggero appassimento in cassette e sosta in botte grande per un anno. ,,Italia,,,
2,0002036,,,,,,,,,,,,2022,2019,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Ottin,Valle D'Aosta,3,20-24,Fumin 100%,,88,nd,nd,3,88,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,10k,12,botte grande,big oak,,,Italia,,,
1,0002036-1,4.02,100,4.55,100,,0,,46,2.11,46,3.5,,,,Valle D'Aosta Fumin,DOC,Valle D'Aosta Fumin,Ottin,Valle D'Aosta,3★-4★,20-24,Fumin 100%,Bocconcini di asino in civet – Rollatina di capriolo al genepì – Lepre in dolceforte – Capretto alla cacciatora,88.5,3★-4★,88.8,3★,88.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,1k-10k,12,botte grande,big oak,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0002125,,,,,,,,,,,,,2019,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Di Barrò,Valle D'Aosta,3,10-14,Petit Rouge 100%,Stinco di maiale al forno,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,11,acciaio,steel,Lampi purpurei illuminano il rosso rubino. Sontuoso ventaglio ol-fattivo: fragola, lampone, gelso nero e mora di rovo. Epilogo ele-gante con aliti mentolati e sottili sbuffi di chiodi di garofano. Labeva, raffinata e fresca, è ritmata dal ritorno del frutto e da tanni-ni cesellati. ,,Italia,,,
1,0002125-1,0.34,33,2.75,33,,0,,4,0.33,7,3.0,,,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Di Barrò,Valle D'Aosta,3★,10-14,Petit Rouge 100%,Stinco di maiale al forno,nd,3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,11,acciaio,steel,,,Italy,,,
2,0002128,,,,,,,,,,,,,2015,,Valle D'Aosta Petit Rouge Vigne Plan,DOC,Valle D'Aosta Petit Rouge,Didier Gerbelle,Valle D'Aosta,2,15-19,Petit Rouge 100%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,12,botte grande,big oak,,,Italia,,,
2,0002128,,,,,,,,,,,,,2016,,Valle D'Aosta Petit Rouge Vigne Plan,DOC,Valle D'Aosta Petit Rouge,Didier Gerbelle,Valle D'Aosta,3,15-19,Petit Rouge 100%,Tagliata di manzo,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,3k,12,botte grande,big oak,Rosso rubino fitto. Apre con sentori di ciliegia, arancia sanguinella e rose rosse. La comparsa del sottobosco lascia poi il passo a spezie dolci, cioccolato e liquirizia, e conclude su  una vena di rabarbaro L'assaggio è equilibrato, profondo, condito da tannini morbidi, in cui prevale la succosità dell'arancia. Matura per 12 mesi in botte grande. ,,Italia,,,
2,0002128,,,,,,,,,,,,,2018,,Valle D'Aosta Petit Rouge Vigne Plan,DOC,Valle D'Aosta Petit Rouge,Didier Gerbelle,Valle D'Aosta,3,10-14,Petit Rouge 100%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14.5,2k,12,botte grande,big oak,,,Italia,,,
1,0002128-1,0.79,77,6.43,77,,0,,9,0.76,17,2.7,,,,Valle D'Aosta Petit Rouge Vigne Plan,DOC,Valle D'Aosta Petit Rouge,Didier Gerbelle,Valle D'Aosta,2★-3★,10-14,Petit Rouge 100%,Tagliata di manzo,nd,2★-3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14.5,2k-3k,12,botte grande,big oak,,,Italy,,,
2,0002124,,,,,,,,,,,,,2019,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Diego Curtaz,Valle D'Aosta,3,10-14,Petit Rouge 100%,Coniglio alla cacciatora ,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,7,acciaio,steel,Un vivido scenario rosso cremisi. Giovanile all’olfatto, con evi-denze di frutti di bosco e fiorellini di campo, erba tagliata e ac-cenni di sottobosco. Al palato è materico e duraturo, con lievi ri-torni speziati di pepe. Tannini piacevoli e aggraziati. ,,Italia,,,
1,0002124-1,0.34,33,2.75,33,,0,,4,0.33,7,3.0,,,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Diego Curtaz,Valle D'Aosta,3★,10-14,Petit Rouge 100%,Coniglio alla cacciatora ,nd,3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,7,acciaio,steel,,,Italy,,,
2,0002126,,,,,,,,,,,,2017,2015,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Institut Agricole Regional,Valle D'Aosta,1,10-14,Petit Rouge 100%,nd,79,1,79,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,6k,9,acciaio,steel,,,Italia,,,
2,0002126,,,,,,,,,,,,2018,2016,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Institut Agricole Regional,Valle D'Aosta,2,10-14,Petit Rouge 100%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,7k,9,acciaio,steel,,,Italia,,,
2,0002126,,,,,,,,,,,,2019,2017,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Institut Agricole Regional,Valle D'Aosta,2,10-14,Petit Rouge 100%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,5k,9,acciaio,steel,,,Italia,,,
2,0002126,,,,,,,,,,,,2020,2018,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Institut Agricole Regional,Valle D'Aosta,3,10-14,Petit Rouge 100%,Quiche lorraine,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,5k,9,acciaio,steel,"Rosso rubino. Bouquet intenso caratterizzato da sentori di prugna, pot-pourri, fieno e frutta secca, noce moscata, uva spina e china in chiusura. Equilibrato al sorso, sorretto da freschezza e tannini ben integrati, nel finale si allunga verso echi tostati. Maturazione in acciaio. ",,Italia,,,
2,0002126,,,,,,,,,,,,2021,2019,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Institut Agricole Regional,Valle D'Aosta,2,10-14,Petit Rouge 100%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,4k,9,acciaio,steel,,,Italia,,,
2,0002126,,,,,,,,,,,,2022,2020,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Institut Agricole Regional,Valle D'Aosta,3,10-14,Petit Rouge 100%,nd,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,5k,9,acciaio,steel,,,Italia,,,
1,0002126-1,1.03,100,8.33,100,,0,,12,0.99,22,2.2,,,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Institut Agricole Regional,Valle D'Aosta,1★-3★,10-14,Petit Rouge 100%,Quiche lorraine,nd,1★-3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,4k-7k,9,acciaio,steel,,,Italy,,,
2,0002127,,,,,,,,,,,,,2017,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Le Grain,Valle D'Aosta,2,10-14,Petit Rouge 100%,Assiette valdotaine,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,7,acciaio,steel,"Rosso rubino lucente con qualche riflesso granato. Ventaglio olfattivo di ciliegia e visciole, more e prugne, seguono poi sentori più  delicati di muschio, spezie e pepe nero. Bocca fresca, tannini giovani ma già piacevolmente espressivi in un finale di sensazioni fruttate. In vasche di acciaio per 7 mesi ",,Italia,,,
2,0002127,,,,,,,,,,,,,2018,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Le Grain,Valle D'Aosta,3,10-14,Petit Rouge 100%,Tagliatelle con sugo di capriolo,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,7,acciaio,steel,Rosso rubino con striature porpora. Impronta olfattiva fruttata:nitidi riconoscimenti di fragola s'intrecciano alla ciliegia e aipiccoli frutti di bosco, poi subentrano geranio, rosa selvaticae una bella speziatura. Di buona struttura, morbido e rinfre-scante, sfocia in un finale finemente fruttato.,,Italia,,,
2,0002127,,,,,,,,,,,,,2019,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Le Grain,Valle D'Aosta,3,10-14,Petit Rouge 100%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,1k,7,acciaio,steel,,,Italia,,,
1,0002127-1,0.79,77,6.43,77,,0,,9,0.76,17,2.7,,,,Valle D'Aosta Petit Rouge,DOC,Valle D'Aosta Petit Rouge,Le Grain,Valle D'Aosta,2★-3★,10-14,Petit Rouge 100%,Assiette valdotaine – Tagliatelle con sugo di capriolo,nd,2★-3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,1k,7,acciaio,steel,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0001987,,,,,,,,,,,,,2018,,Valle D'Aosta Pinot Noir Elevation,DOC,Valle D'Aosta Pinot Noir,Andre Pellissier,Valle D'Aosta,3,30-34,Pinot nero 100%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,12,botte,oak,,,Italia,,,
2,0001987,,,,,,,,,,,,,2019,,Valle D'Aosta Pinot Noir Elevation,DOC,Valle D'Aosta Pinot Noir,Andre Pellissier,Valle D'Aosta,2,30-34,Pinot nero 100%,nd,84,3,86,2,82,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,12,botte,oak,,,Italia,,,
1,0001987-1,0.45,8,0.24,5,,0,,5,0.16,4,2.5,,,,Valle D'Aosta Pinot Noir Elevation,DOC,Valle D'Aosta Pinot Noir,Andre Pellissier,Valle D'Aosta,2★-3★,30-34,Pinot nero 100%,nd,85.0,3★,86.0,2★,82.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,12,botte,oak,,,Italy,,,
2,0001991,,,,,,,,,,,,,2016,,Valle D'Aosta Pinot Noir,DOC,Valle D'Aosta Pinot Noir,Anna De Santis,Valle D'Aosta,2,25-29,Pinot nero 100%,Coq au vin,82,2,82,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,18,botte piccola,small oak,Rosso rubino intenso e vivace. Regala sentori di marasca, china, cuoio, fiori rossi, spezie dolci, cioccolato e ricordi d'incenso. Sapido e piacevolmente tannico, chiude in bocca con una nota di marasca. Riposa in barrique per 18 mesi ,,Italia,,,
1,0001991-1,0.12,2,0.07,2,,0,,1,0.05,1,2.0,,,,Valle D'Aosta Pinot Noir,DOC,Valle D'Aosta Pinot Noir,Anna De Santis,Valle D'Aosta,2★,25-29,Pinot nero 100%,Coq au vin,nd,2★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,18,botte piccola,small oak,,,Italy,,,
2,0001976,,,,,,,,,,,,,2015,,Valle D'Aosta Pinot Noir,DOC,Valle D'Aosta Pinot Noir,Cave Gargantua,Valle D'Aosta,2,15-19,Pinot nero 100%,Carne messata con mele renette e fontina,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,1k,-,-,-,Rubino chiaro di avvincente luminosità. Sensazioni olfattive delicate di rosa canina, succo di mirtillo e fragoline di bosco, seguite da accenni lievemente speziati di pepe nero  e di erba appena tagliata. Sorso morbido con decise note fresco-sapide, accenni di frutta, ricordi vegetali e tannino sottile. Fermentazione in acciaio e maturazione in barrique per 6 mesi ,,Italia,,,
2,0001976,,,,,,,,,,,,,2016,,Valle D'Aosta Pinot Noir,DOC,Valle D'Aosta Pinot Noir,Cave Gargantua,Valle D'Aosta,3,15-19,Pinot nero 100%,nd,85,2,84,3,86,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,2k,-,-,-,,,Italia,,,
2,0001976,,,,,,,,,,,,,2019,,Valle D'Aosta Pinot Noir,DOC,Valle D'Aosta Pinot Noir,Cave Gargantua,Valle D'Aosta,2,15-19,Pinot nero 100%,nd,82,nd,nd,2,82,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,2k,-,-,-,,,Italia,,,
1,0001976-1,0.57,10,0.56,12,,0,,7,0.39,9,2.3,,,,Valle D'Aosta Pinot Noir,DOC,Valle D'Aosta Pinot Noir,Cave Gargantua,Valle D'Aosta,2★-3★,15-19,Pinot nero 100%,Carne messata con mele renette e fontina,83.7,2★,84.0,2★-3★,84.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,1k-2k,-,-,-,,,Italy,,,
2,0002259,,,,,,,,,,,,,2017,,Valle D'Aosta Pinot Noir Pierre,DOC,Valle D'Aosta Pinot Noir,Cave Gargantua,Valle D'Aosta,4,25-29,Pinot nero 100%,Filetto ai frutti di bosco,89,4,89,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,5k,12,botte piccola,small oak,"Rubino luminoso. Profuma di frutti di bosco  e spezie dolci, seguiti da fiori rossi, tabacco, sentori fumé e ricordi di grafite. Il sorso è fresco e dominato da una verve sapida che rinnova a ogni sorso il piacere della beva,, l'alcol è integrato e il tannino di raro pregio. Sosta in barrique per 12 mesi. ",,Italia,,,
2,0002259,,,,,,,,,,,,,2018,,Valle D'Aosta Pinot Noir Pierre,DOC,Valle D'Aosta Pinot Noir,Cave Gargantua,Valle D'Aosta,3,25-29,Pinot nero 100%,,88,nd,nd,3,88,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,5k,12,botte piccola,small oak,,,Italia,,,
