Entry,Ref,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0000603,,,,,,,,,,,,,2016,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Pilarocca,DOCG,Cesanese Del Piglio,Pileum,Lazio,5,25-29,Cesanese d'affile 100%,Lepre in salmì,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,15.5,2,21,botte grande,big oak,"Manto rosso rubino intenso con riflessi di evoluzione. Naso profondo e suadente di viola essiccata, confettura di frutti di bosco  e prugne, su un tappeto di vaniglia e spezie scure trapunto di aromi di smalto e cuoio. Esprime fascino ed eleganza con tocchi mentolati. Il volume alcolico, la freschezza e la trama tannica si bilanciano alla perfezione, appagando il sorso. Lunga la persistenza, su una scia sapida, marcata da ritorni fruttati e speziati. ",,Italy,,,
1,0000603-1,3.32,24,0.88,15,19,0.69,12,,0,,4.0,,,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Pilarocca,DOCG,Cesanese Del Piglio,Pileum,Lazio,3★-5★,25-29,Cesanese d'affile 100%,Salsiccia di maiale in umido – Lepre in salmì,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,15.5,2k,21,botte grande,big oak,,,Italy,,,
2,0000613,,,,,,,,,,,,,2015,,Cesanese Del Piglio Villa Simone,DOCG,Cesanese Del Piglio,Villa Simone,Lazio,2,10-14,Cesanese d'affile 100%,nd,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,12,-,-,-,,,Italy,,,
2,0000613,,,,,,,,,,,,,2017,,Cesanese Del Piglio Villa Simone,DOCG,Cesanese Del Piglio,Villa Simone,Lazio,2,10-14,Cesanese d'affile 100%,nd,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,12,-,-,-,,,Italy,,,
1,0000613-1,0.23,2,0.14,2,1,0.11,2,,0,,2.0,,,,Cesanese Del Piglio Villa Simone,DOCG,Cesanese Del Piglio,Villa Simone,Lazio,2★,10-14,Cesanese d'affile 100%,nd,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,12k,-,-,-,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0000642,,,,,,,,,,,,2017,2014,,Cesanese Di Affile Cisinianum,DOC,Cesanese Di Affile,Formiconi,Lazio,4,15-19,Cesanese d'affile 100%,Tagliata di manzo con funghi porcini,90,,90,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,3,12+10,acciaio+botte piccola,steel+small oak,"Colore classico del Cesanese: rubino che vira al granato mantenendo una bella luminosità Anche al naso emergono i caratteri del vitigno, con vellutati petali di rosa, un fruttato di visciola e arancia sanguinella su un fondo di note vegetali e cuoio. Fresco e morbido, con l'alcol ben integrato nel corpo. Il tannino è fitto. Lungo nella persistenza, su ritorni di tabacco.",,Italy,,,
2,0000642,,,,,,,,,,,,2018,2015,,Cesanese Di Affile Cisinianum,DOC,Cesanese Di Affile,Formiconi,Lazio,4,15-19,Cesanese d'affile 100%,Cosciotto di agnello arrosto all'alloro,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,7,12+10,acciaio+botte piccola,steel+small oak,"Rubino pieno e profondo. Naso intenso che sa di cioccolato e caffè. Emergono poi la marasca sotto spirito, la china e le erbe officinali. Netti i richiami di macchia mediterranea, a chiudere una speziatura di pepe nero, Fresco e pieno, ha struttura potente ma non invadente, che sostiene la forza alcolica. Il tannino è giovane e saporito, senza risultare sgraziato. Finale ammandorlato. ",,Italy,,,
2,0000642,,,,,,,,,,,,2019,2017,,Cesanese Di Affile Cisinianum,DOC,Cesanese Di Affile,Formiconi,Lazio,3,15-19,Cesanese d'affile 100%,Arrosto di maiale alle spezie,87,,87,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,7,12+5,acciaio+botte piccola,steel+small oak,"Rubino intenso. Al naso richiami di tabacco  e caffè, per proseguire con amarena sotto spirito, corbezzolo, ginepro, rosmarino e sbuffi mentolati. lL'ingresso è di grande impatto.  Il sorso è corposo, di ottima struttura e sì distende energico con un tannino appagante  Si apprezzano l'avvolgenza e l'equilibrio, con un ritorno finale di noce moscata e tè nero. ",,Italy,,,
2,0000642,,,,,,,,,,,,2020,2018,,Cesanese Di Affile Cisinianum,DOC,Cesanese Di Affile,Formiconi,Lazio,3,15-19,Cesanese d'affile 100%,Bigoli al sugo d'anatra,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,6,12+2,acciaio+botte piccola,steel+small oak,"Rubino luminoso. L'olfatto, sussurrato, racconta di frutti scuri, violette, spezie, echi balsamici  e tabacco dolce. l sorso è di classe e di una morbidezza inaspettata, rotondo e caldo, con freschezza e tannino nella giusta misura a coronare la perfezione gustativa.",,Italy,,,
2,0000642,,,,,,,,,,,,2021,2019,,Cesanese Di Affile Cisinianum,DOC,Cesanese Di Affile,Formiconi,Lazio,4,15-19,Cesanese d'affile 100%,Ravioli ricotta e cannella con sudo di agnello,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,11,12+2,acciaio+botte piccola,steel+small oak,"Rosso rubino lucente. Intenso il quadro olfattivo, ricamato da viole, more e confettura di prugne; sensazioni minerali accompagnano nuance tostate e balsamiche. ll sorso è avvolgente e caldo, di buona freschezza gustativa e con tannino levigato di grande qualità. Appagante la persistenza con ricordi di frutti scuri. ",,Italy,,,
2,0000642,,,,,,,,,,,,2022,2020,,Cesanese Di Affile Cisinianum,DOC,Cesanese Di Affile,Formiconi,Lazio,3,10-14,Cesanese d'affile 100%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,9,12+2,acciaio+botte piccola,steel+small oak,,,Italy,,,
1,0000642-1,4.02,22,1.87,32,22,1.87,32,,0,,3.5,,,,Cesanese Di Affile Cisinianum,DOC,Cesanese Di Affile,Formiconi,Lazio,3★-4★,10-14,Cesanese d'affile 100%,Tagliata di manzo con funghi porcini – Cosciotto di agnello arrosto all'alloro – Arrosto di maiale alle spezie – Bigoli al sugo d'anatra – Ravioli ricotta e cannella con sudo di agnello,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,3k-11k,12 mesi in acciaio + 2-10 mesi in barrique,acciaio+botte piccola,steel+small oak,,,Italy,,,
2,0000641,,,,,,,,,,,,2017,2014,Riserva,Cesanese Di Affile Riserva Capozzano,DOC,Cesanese Di Affile,Formiconi,Lazio,5,25-29,Cesanese d'affile 100%,Carrè di agnello con salsa demi-glace,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,3,16,botte piccola,small oak,"Potrebbe essere definito un cru monopole. Luminoso con toni rubino e accenti granato. Come in un valzer viennese vivace ed elegante, a contatto in una sorta di abbraccio cominciano a danzare le componenti olfattive, con note fruttate quasi di confettura, rosa  e viola disidratata, cioccolato scuro, spezie, chiodi di garofano, ginepro e pepe nero della Tasmania. Ottimo l'equilibrio con un corpo e un estratto notevoli e freschezza nella beva. Il tannino pregevole accompagna il lungo finale invitando al nuovo sorso.",,Italy,,,
2,0000641,,,,,,,,,,,,2018,2015,Riserva,Cesanese Di Affile Riserva Capozzano,DOC,Cesanese Di Affile,Formiconi,Lazio,5,25-29,Cesanese d'affile 100%,Risotto con salsiccia e spuntature,92,,92,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,4,16,botte piccola,small oak,"Da un piccolo fazzoletto di terra circondato dal bosco nasce questo capolavoro di artigianato enologico. Rosso rubino scuro, si muove  lento a sottolineare la ricchezza dell'estratto. Esuberante l'intensità olfattiva, con nitidi sentori di amarena candita, alloro, rosmarino e ritorni balsamici di eucalipto. Mandorla tostata e spezie dolci in chiusura, con una nuance vegetale. In bocca è fresco e potente; il tannino vigoroso ha rimandi leggermente amarognoli e l'alcol è ben dosato. Compatto, avvolgente, di lunga persistenza, chiude saporito e con ritorni speziati. ",,Italy,,,
2,0000641,,,,,,,,,,,,2019,2016,Riserva,Cesanese Di Affile Riserva Capozzano,DOC,Cesanese Di Affile,Formiconi,Lazio,5,25-29,Cesanese d'affile 100%,Cannelloni di abbacchio,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2,16,botte piccola,small oak,"Rosso rubino profondo. Intenso e suadente all’olfatto, propone in successione profumi di torrefazione, cioccolato, chiodi di garofano, petali di rosa essiccati, mirtilli in confettura, ciliegia sotto spirito. A seguire elementi vegetali di tarassaco e ortica. Caldo e avvolgente, mantiene una garbata eleganza. In bocca  è vellutato, di lunga dinamicità, dotato di equilibrio e coerenza gustativa; chiude su rimandi delicati di liquirizia e cardamomo.",,Italy,,,
2,0000641,,,,,,,,,,,,2020,2017,Riserva,Cesanese Di Affile Riserva Capozzano,DOC,Cesanese Di Affile,Formiconi,Lazio,5,20-24,Cesanese d'affile 100%,Agnello al finocchietto,92,,92,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,2,18,botte piccola,small oak,"Mostra un accattivante manto rubino di grande lucentezza. Il naso stupisce per intensità ed eleganza: l'esordio di frutti scuri, ribes nero  e mora di gelso, è seguito dalla speziatura  di pepe nero ed effluvi balsamici; macchia mediterranea e rabarbaro completano il ventaglio olfattivo. All'assaggio è sontuoso, accarezza la bocca con la sua imponenza; il sorso è fresco e svela un tannino setoso ma ben presente, che lascia presagire ancora una lunga vita; la nota psuedocalorica smussa le durezze.",,Italy,,,
2,0000641,,,,,,,,,,,,2021,2018,Riserva,Cesanese Di Affile Riserva Capozzano,DOC,Cesanese Di Affile,Formiconi,Lazio,5,25-29,Cesanese d'affile 100%,Manzo al forno,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,3,18,botte piccola,small oak,"Rubino luminoso. Naso timido che si fa attendere, poi libera in progressione viole essiccate, ribes nero, confettura di more, spezie e legno di cedro; cenni di erbe aromatiche si intrecciano a effluvi balsamici, cioccolato scuro e caffè. Ingresso caratterizzato da freschezza e delicata sapidità. Tannini generosamente presenti e di nobile fattura accarezzano  il palato. L'alcol, perfettamente integrato, completa il pregevole equilibrio. Interminabile la persistenza su una scia fruttata e speziata.",,Italy,,,
2,0000641,,,,,,,,,,,,2022,2019,Riserva,Cesanese Di Affile Riserva Capozzano,DOC,Cesanese Di Affile,Formiconi,Lazio,5,15-19,Cesanese d'affile 100%,Agnello alla scottadito,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2,18,botte piccola,small oak,"Rubino luminoso. Magistrale il preludio di ciliegie sotto spirito e confettura di prugna. Si alternano spezie, cioccolato amaro, humus e rimandi balsamici. Possente ma disinvolta l'impres- sione gustativa, con buona freschezza e trama tannica fitta e ben presente ad accompagnare la lunga chiosa speziata.",,Italy,,,
1,0000641-1,17.89,100,5.88,100,100,5.88,100,,0,,5.0,,,Riserva,Cesanese Di Affile Riserva Capozzano,DOC,Cesanese Di Affile,Formiconi,Lazio,5★,15-19,Cesanese d'affile 100%,Carrè di agnello con salsa demi-glace – Risotto con salsiccia e spuntature – Cannelloni di abbacchio – Agnello al finocchietto – Manzo al forno – Agnello alla scottadito,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2k-4k,16-18 mesi in barrique + 5 mesi in bottiglia,botte piccola,small oak,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0000645,,,,,,,,,,,,2017,2014,Superiore,Cesanese Di Olevano Romano Superiore Giacobbe,DOC,Cesanese Di Olevano Romano,Alberto Giacobbe,Lazio,2,10-14,Cesanese d'affile 100%,Panino con la porchetta,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,4,12,acciaio,steel,Rubino con accenni granato. La concentrazione del vino si avverte sia al naso sia al palato.  Una sensazione floreale di rosa è contornata da piccoli frutti rossi e tè nero; conclude con  un refolo speziato di cannella. In bocca il tannino e la freschezza rendono dinamica la bevuta.,,Italy,,,
2,0000645,,,,,,,,,,,,2018,2015,Superiore,Cesanese Di Olevano Romano Superiore Giacobbe,DOC,Cesanese Di Olevano Romano,Alberto Giacobbe,Lazio,4,10-14,Cesanese d'affile 100%,Pecorino di fossa,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,10,12,acciaio,steel,"Una splendida declinazione della denominazione. Rosso rubino compatto con luminosi accenni granato. Corredo olfattivo intrigante, composto da profumi di ciliegia, marasca, cuoio e spezie dolci, che precedono una lontana eco sulfurea. Sorso suadente, dalla rimarchevole acidità, corpo apprezzabile e alcol ben dosato. ll tannino gentile guida un lunghissimo finale con ritorni agrumati",,Italy,,,
2,0000645,,,,,,,,,,,,2019,2016,Superiore,Cesanese Di Olevano Romano Superiore Giacobbe,DOC,Cesanese Di Olevano Romano,Alberto Giacobbe,Lazio,3,10-14,Cesanese d'affile 100%,Spezzatino di manzo con patate,85,,85,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,10,6,acciaio,steel,"Colore granato di buona lucentezza. Olfatto variegato, composto da sentori di more, mirtilli e agrumi, grafite, viola, peperoni, con un finale di cuoio e pellame. Il sorso è fresco e tannico, in un sostanziale equilibrio che maschera l'imponente gradazione alcolica.",,Italy,,,
2,0000645,,,,,,,,,,,,2020,2017,Superiore,Cesanese Di Olevano Romano Superiore Giacobbe,DOC,Cesanese Di Olevano Romano,Alberto Giacobbe,Lazio,3,10-14,Cesanese d'affile 100%,Roast-beef con funghi porcini,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,13,6,acciaio,steel,"Rosso rubino intenso. All'olfatto evidenzia ricordi di prugna e fragoline di bosco, che introducono una dolce speziatura di cannella e chiodi di garofano, il tabacco fresco in foglie, la radice di liquirizia e il rabarbaro; il finale è all'insegna del baccello di vaniglia. Al gusto rimane fresco, elegante e allo stesso tempo deciso, con una trama tannica ben ricamata; gustoso finale",,Italy,,,
2,0000645,,,,,,,,,,,,2021,2019,Superiore,Cesanese Di Olevano Romano Superiore Giacobbe,DOC,Cesanese Di Olevano Romano,Alberto Giacobbe,Lazio,3,10-14,Cesanese d'affile 100%,Saltimbocca alla romana,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,13,6,acciaio,steel,"Rubino compatto e luminoso. Esordisce con fini profumi di more di rovo e confettura di prugne; prosegue su un tappeto intrecciato da viola, rosa, lavanda e sentori di sottobosco, completandosi con un tocco balsamico. In bocca è avvolgente, dotato di freschezza e tannini decisi ma ben smussati. Gradevole la persistenza, in sintonia con l'olfatto.",,Italy,,,
2,0000645,,,,,,,,,,,,2022,2020,Superiore,Cesanese Di Olevano Romano Superiore Giacobbe,DOC,Cesanese Di Olevano Romano,Alberto Giacobbe,Lazio,4,15-19,Cesanese d'affile 100%,nd,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,12,7,cemento,concrete,,,Italy,,,
1,0000645-1,3.13,20,1.16,31,18,1.03,18,,0,,3.2,,,Superiore,Cesanese Di Olevano Romano Superiore Giacobbe,DOC,Cesanese Di Olevano Romano,Alberto Giacobbe,Lazio,2★-4★,15-19,Cesanese d'affile 100%,Panino con la porchetta – Pecorino di fossa – Spezzatino di manzo con patate – Roast-beef con funghi porcini – Saltimbocca alla romana,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,4k-13k,6-12 mesi in acciaio + 6 mesi in bottiglia,cemento,concrete,,,Italy,,,
2,0000643,,,,,,,,,,,,2017,2012,Riserva,Cesanese Di Olevano Romano Riserva Cirsium,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,5,20-24,Cesanese d'affile 100%,Sella di capriolo con salsa di ribes,92,,92,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3,24,botte grande/cemento,big oak/concrete,"Manto rosso rubino dai riflessi granato e di buona concentrazione. La sorpresa arriva al naso prima e al gusto poi, e ci invita a perderci nella sua profondità. Mirtilli, rabarbaro, grafite ed erbe al solleone. Terra e speziatura calda da garam masala nelle sfumature olfattive e gustative. Freschezza agrumata a contornare un sorso equilibrato nel costante susseguirsi e alternarsi di alcol e tannini. Chiusura in crescendo per spessore e ampiezza Impossibile non cedere a un nuovo assaggio.",,Italy,,,
2,0000643,,,,,,,,,,,,2018,2013,Riserva,Cesanese Di Olevano Romano Riserva Cirsium,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,5,20-24,Cesanese d'affile 100%,Abbacchio al forno,92,,92,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,3,24,botte grande/cemento,big oak/concrete,"Granato intenso, austero, di buona consistenza. Si apre con sentori di viola mammola, piccoli frutti di bosco neri e rossi, poi frutta matura, confettura di prugna, un alito mentolato, foglie di tè e tabacco, ricorrenti scie balsamiche, cumino e cacao, infine humus. Al palato è sontuoso, la freschezza di beva si intreccia con un'eccellente trama tannica, assieme polverosa ed elegante, in perfetto equilibrio con l'alcol e  le componenti gliceriche. Ritorna la frutta in un finale dalla persistenza interminabile.",,Italy,,,
2,0000643,,,,,,,,,,,,2019,2014,Riserva,Cesanese Di Olevano Romano Riserva Cirsium,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,5,20-24,Cesanese d'affile 100%,Petto d'anatra ai mirtilli,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,3,24,botte grande/cemento,big oak/concrete,"Granato luminoso, consistente. Emergono sentori di frutti di bosco, lamponi, more  di gelso, note vegetali e balsamiche di citronella, alloro, e poi ancora speziatura di pepe, cardamomo, cumino, rooibos e caffè. L'ingresso in bocca è fresco e avvincente,  con tannino di carattere. Vino dotato di grande equilibrio ed eleganza. Nel finale, dalla persistenza interminabile, affiorano ricordi  di cacao, tabacco e una punta di rabarbaro.",,Italy,,,
2,0000643,,,,,,,,,,,,2020,2015,Riserva,Cesanese Di Olevano Romano Riserva Cirsium,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,4,20-24,Cesanese d'affile 100%,Brasato di guancia alle erbe,90,,90,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,3,18,botte,oak,"Granato lucente. Intensità olfattiva immediata che trasmette profumi di mora e piccoli frutti  di bosco, prugna in confettura, viola, cenni balsamici; il naso torna ancora con toni speziati di pepe, noce moscata, chiodi di garofano,  su un sottofondo fumé. Un sorso sontuoso e morbido con tannino ben fuso accompagna il lungo finale dal timbro fruttato.",,Italy,,,
2,0000643,,,,,,,,,,,,2021,2016,Riserva,Cesanese Di Olevano Romano Riserva Cirsium,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,5,20-24,Cesanese d'affile 100%,Medaglioni di filetto in sfoglia al tartufo,92,,92,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,4,12,botte,oak,"Granato vivido e compatto. È un turbinio, intenso e intrigante, di viole, rose, more di gelso e prugna in confettura; seguono soffi balsamici che si alternano con pepe nero, chiodi di garofano, cardamomo, polvere di cacao, humus e sottili tratti ferruginosi. Il sorso imponente  e deciso traccia una progressione gustativa calda e avvolgente, dai tannini ben integrati e di pregevole finezza. Lunga chiusura su ricordi di rabarbaro.",,Italy,,,
2,0000643,,,,,,,,,,,,2022,2017,Riserva,Cesanese Di Olevano Romano Riserva Cirsium,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,5,25-29,Cesanese d'affile 100%,Tagliata di manzo alla griglia,93,,93,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3,12,botte,oak,"Granato luminoso. Seducente e ampio lo spettro olfattivo che inizia con aromi di more, prugna e spezie dolci, ed evolve su ta- bacco da pipa, eucalipto, cipria e cioccolato. Assaggio pieno e rotondo, con tannino di pregevole finezza. Interminabile su me- morie di cioccolato.",,Italy,,,
1,0000643-1,15.91,100,3.70,100,89,3.29,56,,0,,4.8,,,Riserva,Cesanese Di Olevano Romano Riserva Cirsium,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,4★-5★,25-29,Cesanese d'affile 100%,Sella di capriolo con salsa di ribes – Abbacchio al forno – Petto d'anatra ai mirtilli – Brasato di guancia alle erbe – Medaglioni di filetto in sfoglia al tartufo – Tagliata di manzo alla griglia,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3k-4k,12-24 mesi in botte e cemento + 18-24 mesi in bottiglia,botte,oak,,,Italy,,,
2,0000644,,,,,,,,,,,,2017,2014,Superiore,Cesanese Di Olevano Romano Superiore Silene,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,4,10-14,Cesanese d'affile 70% – Cesanese 30%,Cinghiale in dolceforte,90,,90,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,18,12,cemento,concrete,"Rosso rubino di una calda tonalità. Al naso si apre con un fruttato di more, ciliegie e ricordi  di sottobosco; seguono spunti vegetali di erbe aromatiche e speziati di tabacco. Potenza alcolica e raffinata acidità introducono un sorso equilibrato. Lunga ed elegante la chiusura dei tannini con ritorni speziati, che sottolineano la piacevole persistenza in attesa di note evolutive più marcate. Un fratello minore cresciuto con carattere e talento, desideroso di primeggiare.",,Italy,,,
2,0000644,,,,,,,,,,,,2018,2015,Superiore,Cesanese Di Olevano Romano Superiore Silene,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,4,10-14,Cesanese d'affile 70% – Cesanese 30%,Salsiccia della val Comino,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,25,12,cemento,concrete,"Rubino cupo tendente al granato. All'olfatto  si sprigionano inizialmente profumi di frutta fresca, ciliegie, rosa canina, albicocca e foglia di pormnodoro, poi ginepro ed eucalipto. Chiude in lontananza una nota affumicata. Il sorso  è appagante, pieno e persistente, con un tannino vellutato e ben integrato e un'invitante freschezza che richiama un nuovo assaggio.",,Italy,,,
2,0000644,,,,,,,,,,,,2019,2016,Superiore,Cesanese Di Olevano Romano Superiore Silene,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,4,10-14,Cesanese d'affile 70% – Cesanese 30%,Zuppa di orzo e funghi porcini con guanciale croccante,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,22,12,cemento,concrete,"Bel tono rubino con riflessi granato. Ventaglio fruttato di ciliegia e arancia sanguinella; la speziatura regala sbuffi suadenti di anice stellato, noce moscata, ginepro. La gradevole freschezza al gusto è unita a un tannino avvolgente, che appaga il palato con un sapore pieno. Lunga chiusura, su un'eco balsamica  di liquirizia, che invita a nuovo sorso.",,Italy,,,
2,0000644,,,,,,,,,,,,2020,2017,Superiore,Cesanese Di Olevano Romano Superiore Silene,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,3,10-14,Cesanese d'affile 70% – Cesanese 30%,Maltagliati al sugo di lepre,85,,85,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,17,12,cemento,concrete,"Rubino con riflessi granato. Decisi indizi di ciliegia, rosa appassita, pepe nero, nuance balsamiche di eucalipto e foglie di tè. Pieno al gusto, ha tannino avvolgente che sostiene con eleganza la beva; persistenza con ritorno di liquirizia e ginepro. ",,Italy,,,
2,0000644,,,,,,,,,,,,2021,2018,Superiore,Cesanese Di Olevano Romano Superiore Silene,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,3,15-19,Cesanese d'affile 100%,Pasticcio di tagliatelle al ragù,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,20,12,cemento,concrete,"Intenso rubino con orlo granato. Naso espressivo di ciliegia, arancia sanguinella  e rosa canina; echeggia una scia speziata  di anice stellato e una piacevole nota fumé. L'assaggio è dinamico e gustoso, con un tannino vellutato e avvolgente, sostenuto da una piacevole freschezza che invita a un nuovo assaggio.",,Italy,,,
2,0000644,,,,,,,,,,,,2022,2019,Superiore,Cesanese Di Olevano Romano Superiore Silene,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,3,10-14,Cesanese d'affile 100%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,30,12,cemento,concrete,,,Italy,,,
1,0000644-1,4.02,25,2.10,57,22,1.87,32,,0,,3.5,,,Superiore,Cesanese Di Olevano Romano Superiore Silene,DOC,Cesanese Di Olevano Romano,Damiano Ciolli,Lazio,3★-4★,10-14,Cesanese d'affile – Cesanese,Cinghiale in dolceforte – Salsiccia della val Comino – Zuppa di orzo e funghi porcini con guanciale croccante – Maltagliati al sugo di lepre – Pasticcio di tagliatelle al ragù,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,30k17k-30k,16-18 mesi in barrique + 5 mesi in bottiglia,cemento,concrete,,,Italy,,,
2,0000658,,,,,,,,,,,,,2016,,Cesanese Di Olevano Romano Il Fresco,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,3,10-14,Cesanese 100%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,2,8,acciaio,steel,,,Italy,,,
2,0000658,,,,,,,,,,,,,2018,,Cesanese Di Olevano Romano Il Fresco,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,3,10-14,Cesanese 100%,Coppiette dolci di Bassiano,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,3,8,acciaio,steel,"Rubino trasparente. Si liberano nitide sensazioni di prugna selvatica, ciliegia, violetta, succo di melograno, alloro, mineralità e speziatura. I| sorso è essenziale e avvolgente  | grazie a una vena acida che dona una bevibilità prorompente; tannino giovanile ma ben fatto; coerente, pepato e floreale il finale.",,Italy,,,
2,0000658,,,,,,,,,,,,,2019,,Cesanese Di Olevano Romano Il Fresco,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,3,10-14,Cesanese 100%,Rotolo di coniglio farcito,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,3,8,acciaio,steel,"Affascinante rubino trasparente con cenni granato. Spiccano immediati aromi di lamponi, fragole, petali di rosa, arancia sanguinella e soffi di macis, su un sottofondo di humus e tracce ferruginose. Gradevolmente caldo al palato, è sorretto da una buona vena acida e da tannini aggraziati. Discreta la chiusura sapida.",,Italy,,,
1,0000658-1,1.02,6,0.53,14,6,0.47,8,,0,,3.0,,,,Cesanese Di Olevano Romano Il Fresco,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,3★,10-14,Cesanese 100%,Coppiette dolci di Bassiano – Rotolo di coniglio farcito,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,2k-3k,8,acciaio,steel,,,Italy,,,
2,0000660,,,,,,,,,,,,,2015,Superiore – Riserva,Cesanese Di Olevano Romano Superiore Riserva Kosmos,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,5,20-24,Cesanese 100%,Guancia di maiale brasata,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,3,12+18,acciaio+botte grande,steel+big oak,"Granato intenso. Elegante al naso, apre immediatamente su nuance di confettura  di ciliegia, per poi lasciare emergere una delicata speziatura di vaniglia e chiodi di garofano. Chiude con sottili sentori terziari di tabacco, cuoio e ferro. Sorprende in bocca per l'eccezionale freschezza che si accompagna alla concentrazione degli aromi, ai tannini ben smussati, alla dotazione calorica perfettamente bilanciata. Un corpo snello e sinuoso invita al nuovo assaggio. Una scia sapida accompagna il lungo finale. ",,Italy,,,
