Entry,0005916,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0005588,,,,,,,,,,,,2017,2015,Terlano,Alto Adige Sauvignon Terlano,DOC,Alto Adige Sauvignon,Stachlburg,Alto Adige,2,9-13,Sauvignon blanc 100%,Insalata greca,80,2,80,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13,4,-,acciaio/botte,steel/oak,"Giallo paglierino fulgido. Ortica, menta, uva spina e agrumi compongono il bouquet olfattivo, impreziosito da cenni fumé. Progressione al palato, contrassegnato da dotazione calorica, freschezza e sapidità. Sapientemente equilibrato, si allontana lentamente. Acciaio e rovere usato. ",,Italy,,,
2,0005588,,,,,,,,,,,,2018,2016,Terlano,Alto Adige Sauvignon Terlano,DOC,Alto Adige Sauvignon,Stachlburg,Alto Adige,1,10-14,Sauvignon blanc 100%,nd,79,1,79,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,12.5,6,-,acciaio/botte,steel/oak,,,Italy,,,
2,0005588,,,,,,,,,,,,2019,2017,Terlano,Alto Adige Sauvignon Terlano,DOC,Alto Adige Sauvignon,Stachlburg,Alto Adige,2,11-15,Sauvignon blanc 100%,nd,82,2,82,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,12,7,-,acciaio/botte,steel/oak,,,Italy,,,
2,0005588,,,,,,,,,,,,2021,2019,Terlano,Alto Adige Sauvignon Terlano,DOC,Alto Adige Sauvignon,Stachlburg,Alto Adige,3,11-15,Sauvignon blanc 100%,Fagottini fritti ripieni di mozzarella,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13,4,-,acciaio/botte,steel/oak,"Paglierino lucido con bordi verdolini. Tarda a svelarsi, ed esprime delicate note di mela verde, pera kaiser, pompelmo, fiori di sambuco e pepe bianco. Improntato alla freschezza, scorre gradevolmente, sorretto da  lla sapida, fino al finale dai rintocchi agrumati. Acciaio e barrique per 3 mesi.  ",,Italy,,,
1,0005588-1,0.57,6,0.47,10,6,0.47,10,3,0.25,7,2.0,,,Terlano,Alto Adige Sauvignon Terlano,DOC,Alto Adige Sauvignon,Stachlburg,Alto Adige,1★-3★,11-15,Sauvignon blanc 100%,Insalata greca – Fagottini fritti ripieni di mozzarella,81.5,1★-3★,81.5,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13,4k-7k,-,acciaio/botte,steel/oak,,,Italy,,,
2,0005631,,,,,,,,,,,,2020,2018,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Strasserhof,Alto Adige,3,11-15,Sauvignon blanc 100%,Sashimi di tonno e salmone,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14.5,3,7,acciaio,steel,"Giallo paglierino luminoso. Fruttato  ed erbaceo il primo impatto olfattivo: pompelmo e limone, asparago verde  ed erba tagliata, fiori di sambuco e un soffio di caramella inglese. Assaggio guidato da elettrica freschezza, in accordo con fine sapidità e dotazione calorica. Moderno e accattivante, sfuma trattenendosi a lungo su memorie erbacee. Solo acciaio. ",,Italy,,,
2,0005631,,,,,,,,,,,,2021,2019,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Strasserhof,Alto Adige,2,11-15,Sauvignon blanc 100%,nd,84,2,84,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,7,acciaio,steel,,,Italy,,,
2,0005631,,,,,,,,,,,,2022,2020,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Strasserhof,Alto Adige,3,11-15,Sauvignon blanc 100%,nd,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,7,acciaio,steel,,,Italy,,,
1,0005631-1,0.79,9,0.66,13,9,0.66,13,4,0.34,9,2.7,,,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Strasserhof,Alto Adige,2★-3★,11-15,Sauvignon blanc 100%,Sashimi di tonno e salmone,84.7,2★-3★,84.7,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3k,7,acciaio,steel,,,Italy,,,
2,0005577,,,,,,,,,,,,2017,2014,,Alto Adige Sauvignon Nico,DOC,Alto Adige Sauvignon,Stroblhof,Alto Adige,2,13-17,Sauvignon blanc 100%,Fiori di zucca fritti,82,2,82,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14.5,3,6,botte,oak,"Paglierino intenso. Olfatto disposto su pepe, mela matura, uva spina, limone  e fiori di sambuco. Assaggio dominato da calore alcolico e decisa freschezza. Di media struttura, concede un finale adeguato con ritorni di albicocca. Sosta in tini di rovere francese da 20 ettolitri. ",,Italy,,,
2,0005577,,,,,,,,,,,,2018,2016,,Alto Adige Sauvignon Nico,DOC,Alto Adige Sauvignon,Stroblhof,Alto Adige,3,13-17,Sauvignon blanc 100%,Frutti di mare gratinati,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14.5,5,6,botte,oak,"| Paglierino dai riflessi verdolini. Profumi varietali delicati di pompelmo e mela verde, fiori di sambuco, foglia di  | pomodoro e ortica. Assaggio teso e lineare, dall'imponente dotazione calorica, tenuta a bada dalla sostenuta acidità. Lunga la persistenza che  ca ricordi di agrumi. Sosta in rovere  francese per 6 mesi  evc ",,Italy,,,
2,0005577,,,,,,,,,,,,2019,2017,,Alto Adige Sauvignon Nico,DOC,Alto Adige Sauvignon,Stroblhof,Alto Adige,1,14-18,Sauvignon blanc 100%,nd,79,1,79,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,4,6,botte,oak,,,Italy,,,
2,0005577,,,,,,,,,,,,2020,2018,,Alto Adige Sauvignon Nico,DOC,Alto Adige Sauvignon,Stroblhof,Alto Adige,2,14-18,Sauvignon blanc 100%,nd,80,2,80,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,4,6,botte,oak,,,Italy,,,
2,0005577,,,,,,,,,,,,2021,2019,,Alto Adige Sauvignon Nico,DOC,Alto Adige Sauvignon,Stroblhof,Alto Adige,3,15-19,Sauvignon blanc 100%,Risotto agli asparagi,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,5,6,botte,oak,"Cristallino giallo paglierino ancora screziato di verde. Espressione olfattiva molto fine, con delicati profumi di fiori di sambuco, pompelmo, cassis, pepe bianco e melissa. Sorso fresco, di grande equilibrio, dall’epilogo vivace di pompelmo. Riposa in botti di rovere da 20 ettolitri per 6 mesi. ",,Italy,,,
2,0005577,,,,,,,,,,,,2022,2020,,Alto Adige Sauvignon Nico,DOC,Alto Adige Sauvignon,Stroblhof,Alto Adige,3,15-19,Sauvignon blanc 100%,nd,86,3,86,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,5,6,botte,oak,,,Italy,,,
1,0005577-1,1.25,13,0.79,16,13,0.79,16,7,0.41,11,2.3,,,,Alto Adige Sauvignon Nico,DOC,Alto Adige Sauvignon,Stroblhof,Alto Adige,1★-3★,15-19,Sauvignon blanc 100%,Fiori di zucca fritti – Frutti di mare gratinati – Risotto agli asparagi – ,82.8,1★-3★,82.8,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,3k-5k,6,botte,oak,,,Italy,,,
2,0005601,,,,,,,,,,,,2017,2015,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Castel Englar,Alto Adige,1,18-22,Sauvignon blanc 100%,nd,77,1,77,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14.5,2,8,acciaio/botte media,steel/medium oak,,,Italy,,,
2,0005601,,,,,,,,,,,,2019,2017,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Castel Englar,Alto Adige,2,10-14,Sauvignon blanc 100%,Zuppa di funghi,80,2,80,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,8,acciaio/botte media,steel/medium oak,"Paglierino luminoso. Bouquet di agrumi e albicocca, mango e pesca gialla, peonia e bosso. Sorso caldo, cremoso, dal finale fresco e allettante. Maturazione in acciaio e tonneau per 8 mesi ",,Italy,,,
2,0005601,,,,,,,,,,,,2020,2018,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Castel Englar,Alto Adige,1,8-12,Sauvignon blanc 100%,nd,79,1,79,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,3,8,acciaio/botte media,steel/medium oak,,,Italy,,,
1,0005601-1,0.12,1,0.13,3,1,0.13,3,1,0.07,2,1.3,,,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Castel Englar,Alto Adige,1★-2★,8-12,Sauvignon blanc 100%,Zuppa di funghi – ,78.7,1★-2★,78.7,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,2k-3k,8,acciaio/botte media,steel/medium oak,,,Italy,,,
2,0005567,,,,,,,,,,,,2017,2015,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Donà,Alto Adige,2,14-18,Sauvignon blanc 100%,Anguilla con salsa alle erbe aromatiche,84,2,84,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14.5,2,6,botte,oak,"Giallo paglierino tenue. Profuma di mela granny smith, fiori di tiglio e caramelle alla frutta. Palato equilibrato e di media struttura che sfuma con leggera scia ammandorlata nel finale. Riposa in tonneau di rovere francese per 6 mesi ",,Italy,,,
2,0005567,,,,,,,,,,,,2018,2016,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Donà,Alto Adige,3,14-18,Sauvignon blanc 100%,Omelette agli asparagi,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14.5,2,6,acciaio/botte,steel/oak,"Giallo paglierino dai luminosi riflessi verdolini. Sensazioni tostate e speziate, con effluvi di biscotti alla vaniglia, anticipano un fruttato di mela cotogna e pompelmo che sfuma con cenni di funghi secchi. La dotazione calorica  è innervata da una stuzzicante freschezza, accompagnata da una vena di sapidità. Gradevolissimo il lungo finale ammandorlato. Acciaio, poi rovere francese per 6 mesi. ",,Italy,,,
2,0005567,,,,,,,,,,,,2019,2017,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Donà,Alto Adige,2,14-18,Sauvignon blanc 100%,Risotto alle erbe fini,84,2,84,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14.5,3,6,acciaio/botte,steel/oak,"Paglierino lucido. Profuma di frutti esotici e fiori di sambuco, intrecciati  a fini cenni vegetali di felce, bosso e muschio; una leggera nota fumé in epilogo. Sorso elegante e stuzzicante grazie alla corrente fresco-sapida equilibrata. Fermentazione in acciaio, po rimane In rovere tran per 6 mesi.  ",,Italy,,,
2,0005567,,,,,,,,,,,,2020,2018,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Donà,Alto Adige,2,15-19,Sauvignon blanc 100%,nd,84,2,84,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,6,acciaio/botte,steel/oak,,,Italy,,,
2,0005567,,,,,,,,,,,,2021,2019,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Donà,Alto Adige,3,15-19,Sauvignon blanc 100%,Trota alla mugnaia,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,6,acciaio/botte,steel/oak,"Paglierino tenue dai riflessi verdolini Naso fragrante e immediato, in cui spiccano menta, citronella ed erba appena tagliata, aliti floreali di sambuco, su uno sfondo esotico di papaia e mango. La tagliente vena fresca  dona vivacità e appaga il sorso. Si allontana lasciando un'apprezzabile scia amaricante. Fermenta in accialo, pol matura in tonneau di rovere francese per 6 mesi  ",,Italy,,,
2,0005567,,,,,,,,,,,,2022,2020,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Donà,Alto Adige,3,15-19,Sauvignon blanc 100%,Insalata di gamberi,86,3,86,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,6,acciaio/botte,steel/oak,"Giallo verdolino, propone un ventaglio odoroso dal netto timbro varietale. Sfumature di erba appena tagliata, melassa, mango, mela verde e lime. Molto garbato l'apporto del legno. Gusto di- sinvolto per l'acidità ben sorretta da un'invitante e stuzzicante sapidità. ",,Italy,,,
1,0005567-1,1.36,15,0.86,17,15,0.86,17,8,0.45,12,2.5,,,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Donà,Alto Adige,2★-3★,15-19,Sauvignon blanc 100%,Anguilla con salsa alle erbe aromatiche – Omelette agli asparagi – Risotto alle erbe fini – Trota alla mugnaia – Insalata di gamberi,84.7,2★-3★,84.7,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,2k-3k,6,acciaio/botte,steel/oak,,,Italy,,,
2,0005565,,,,,,,,,,,,2017,2015,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Ebner,Alto Adige,2,10-14,Sauvignon blanc 100%,nd,82,2,82,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14.5,1,-,-,-,,,Italy,,,
2,0005565,,,,,,,,,,,,2019,2017,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Ebner,Alto Adige,2,11-15,Sauvignon blanc 100%,Straccetti di pollo alla provenzale,82,2,82,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,2,10,acciaio/botte piccola,steel/small oak,"Paglierino luminoso. Incipit varietale di erba appena tagliata, ortica, foglia di pomodoro che lascia spazio al fruttato di agrumi, in cui è il limone a essere protagonista. Assaggio fresco, di tensione sapida, intenso. Sfuma senza fretta su rintocchi vegetali. Riposa in acciaio per 6 mesi e in barrique di rovere per altri 4 mesi.  ",,Italy,,,
2,0005565,,,,,,,,,,,,2020,2018,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Ebner,Alto Adige,2,11-15,Sauvignon blanc 100%,Prosciutto in crosta di pane e salsa al rafano,82,2,82,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,1,10,acciaio/botte piccola,steel/small oak,"Paglierino. Un velo erbaceo aleggia sul pot-pourri fruttato di mela, uva spina e agrumi. Al palato fresco, con un tocco sapido, che lo rende piacevolmente beverino. Acciaio e botti di rovere per 4 mesi ",,Italy,,,
1,0005565-1,0.35,4,0.29,6,4,0.29,6,2,0.15,4,2.0,,,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Ebner,Alto Adige,2★,11-15,Sauvignon blanc 100%,Prosciutto in crosta di pane e salsa al rafano – Straccetti di pollo alla provenzale – ,82.0,2★,82.0,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,1k-2k,10,acciaio/botte piccola,steel/small oak,,,Italy,,,
2,0005569,,,,,,,,,,,,2017,2015,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Eicheinstein,Alto Adige,3,12-16,Sauvignon blanc 100%,Gamberoni alla griglia,86,3,86,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,2,-,acciaio,steel,"Giallo paglierino. Aromi di fiori di sambuco, uva spina e cassis, pompelmo e limone, con effluvi delicatamente vegetali. Corpo caldo e strutturato, centrato sulla freschezza ravvivante  e salinità in sottofondo. Buona la persistenza che lascia una scia un po' acerba. Vinificato esclusivamente in accialo.  ",,Italy,,,
2,0005569,,,,,,,,,,,,2020,2018,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Eicheinstein,Alto Adige,2,11-15,Sauvignon blanc 100%,Escabeche di sardine,82,2,82,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13,3,-,acciaio,steel,"Manto paglierino. Inizialmente reticente, elargisce, con grazia, un dolce profumo di mela, pompelmo rosa e uva spina, accompagnato da cenni floreali e di salvia. Al palato sprizza freschezza e mineralità. Bilanciato e ben strutturato, si avvia su memorie di menta piperita. Solo a alo.  ",,Italy,,,
1,0005569-1,0.45,5,0.38,8,5,0.38,8,3,0.20,5,2.5,,,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Eicheinstein,Alto Adige,2★-3★,11-15,Sauvignon blanc 100%,Gamberoni alla griglia – Escabeche di sardine,84.0,2★-3★,84.0,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13,2k-3k,-,acciaio,steel,,,Italy,,,
2,0005656,,,,,,,,,,,,2021,2018,,Alto Adige Sauvignon Stein,DOC,Alto Adige Sauvignon,Tenuta Eicheinstein,Alto Adige,3,18-22,Sauvignon blanc 100%,Zuppa di porcini e finferli con crostini al burro,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,2,10,acciaio/botte,steel/oak,"Manto paglierino screziato di verde. Stuzzicanti profumi di pompelmo e  uva spina si fondono con effluvi di erba appena tagliata e ortica, insieme a delicate sensazioni di fiori di sambuco e a quelle speziate di pepe bianco. Entra in bocca con spiccata freschezza, ben supportata dalla trama sapida. Termina su ricordi floreali. Riposa tra acciaio e botti di rovere per 10 mesi. ",,Italy,,,
2,0005656,,,,,,,,,,,,2022,2019,,Alto Adige Sauvignon Stein,DOC,Alto Adige Sauvignon,Tenuta Eicheinstein,Alto Adige,2,18-22,Sauvignon blanc 100%,nd,84,2,84,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,2,11,botte,oak,,,Italy,,,
1,0005656-1,0.45,5,0.24,5,5,0.24,5,3,0.13,4,2.5,,,,Alto Adige Sauvignon Stein,DOC,Alto Adige Sauvignon,Tenuta Eicheinstein,Alto Adige,2★-3★,18-22,Sauvignon blanc 100%,Zuppa di porcini e finferli con crostini al burro – ,84.5,2★-3★,84.5,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,2k,11,botte,oak,,,Italy,,,
2,0005602,,,,,,,,,,,,2018,2016,,Alto Adige Sauvignon Blanc Cosmas,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,3,11-15,Sauvignon blanc 100%,nd,86,3,86,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,12.5,25,-,-,-,,,Italy,,,
2,0005602,,,,,,,,,,,,2020,2018,,Alto Adige Sauvignon Blanc Cosmas,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,2,11-15,Sauvignon blanc 100%,nd,84,2,84,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,12.5,25,-,-,-,,,Italy,,,
2,0005602,,,,,,,,,,,,2021,2019,,Alto Adige Sauvignon Blanc Cosmas,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,3,11-15,Sauvignon blanc 100%,nd,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,12.5,25,-,-,-,,,Italy,,,
2,0005602,,,,,,,,,,,,2022,2020,,Alto Adige Sauvignon Blanc Cosmas,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,3,11-15,Sauvignon blanc 100%,nd,86,3,86,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,12.5,25,-,-,-,,,Italy,,,
1,0005602-1,1.13,12,0.94,19,12,0.94,19,6,0.49,13,2.8,,,,Alto Adige Sauvignon Blanc Cosmas,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,2★-3★,11-15,Sauvignon blanc 100%,nd,85.3,2★-3★,85.3,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,12.5,25k,-,-,-,,,Italy,,,
2,0005604,,,,,,,,,,,,2018,2015,,Alto Adige Sauvignon Blanc Oberberg,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,5,23-27,Sauvignon blanc 100%,Canederli di patate e spinacino,91,5,91,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,3,6,acciaio,steel,"Giallo paglierino deciso. AI naso debutta con tenui note fumé. Si apre quindi liberando aromi di pesca bianca, melone, mela, lime, con sbuffi erbacei di ortica  e di menta piperita. Gusto dal carattere varietale indimenticabile, dalla vivace freschezza e articolata sapidità. Non manca la componente morbida che dà profondità al sorso, rendendolo elegante ed equilibrato. Finale con ritorni agrumati di pompelmo. Solo acciaio.  ",,Italy,,,
2,0005604,,,,,,,,,,,,2020,2017,,Alto Adige Sauvignon Blanc Oberberg,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,3,25-29,Sauvignon blanc 100%,Gnocchi alle erbe burro e nocciole,86,3,86,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,16,6,acciaio,steel,"Paglierino luminoso. Un timbro fruttato di pesca e mango, carambola e lime,  si intrec a fragranti tracce di menta piperita e sbuffi di pepe bianco. In  bocca sprizza freschezza e nerbo sapido, finemente in equilibrio con le morbidezze. Ben strutturato e succoso, indugia al palato, ritornando su sentieri agrumati. Vinificazione e sosta in acciaio per 6 mesi.  ","anche ""Selection""",Italy,,,
2,0005604,,,,,,,,,,,,2021,2018,,Alto Adige Sauvignon Blanc Oberberg,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,5,25-29,Sauvignon blanc 100%,Tacchino in salsa di limone,91,5,91,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,5,6,acciaio,steel,"Giallo verdolino luccicante. Appaga l'olfatto con sensazioni poderose e  al contempo finissime. Un'aura fumé avvolge un mix nitido e varietale di erbe aromatiche, menta e melissa, bosso e zagara; esotici indizi fruttati di mango e frutto della passione sono ravvivati da tocchi di pompelmo. Entusiasma  il loquace intreccio di sapidità e freschezza amarognola, che riempie la bocca e sorprende per l’avvicendarsi di forza e leggerezza. Lunghissimo, evoca albicocca e pesca melba. Solo ac  ",,Italy,,,
2,0005604,,,,,,,,,,,,2022,2019,,Alto Adige Sauvignon Blanc Oberberg,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,5,25-29,Sauvignon blanc 100%,Gnocchetti con vongole e mazzancolle,93,5,93,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,5,6,acciaio,steel,"Livrea solare, paglierino. Il timbro varietale di mango, frutto del- la passione, pompelmo rosa, salvia e menta London s'arricchi- scono di nuance di fiori di sambuco. Gusto fresco e succoso, grazie alla struttura sapida prorompente. Chiusura rinfrescante con accenni di frutta tropicale e kumquat.",,Italy,,,
1,0005604-1,9.28,100,3.70,75,100,3.70,75,52,1.92,53,4.5,,,,Alto Adige Sauvignon Blanc Oberberg,DOC,Alto Adige Sauvignon,Tenuta Kornell,Alto Adige,3★-5★,25-29,Sauvignon blanc 100%,Canederli di patate e spinacino – Gnocchi alle erbe burro e nocciole – Tacchino in salsa di limone – Gnocchetti con vongole e mazzancolle,90.3,3★-5★,90.3,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3k-16k,6,acciaio,steel,,,Italy,,,
2,0005633,,,,,,,,,,,,2020,2018,,Alto Adige Sauvignon 1917 Karolina,DOC,Alto Adige Sauvignon,Tenuta Nicolussi-Leck,Alto Adige,2,14-18,Sauvignon blanc 100%,Salvia in pastella,84,2,84,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,6,8,botte media,medium oak,"Paglierino luminoso. Bouquet dal timbro varietale, propone foglia di pomodoro, menta e melissa, lime e uva spina, agrumi e fiori di sambuco. In bocca sprizza freschezza, per concludere con memorie di limone e salvia. In grandi botti di legno, acciaio e tonneau per 8 MesiI.  ",,Italy,,,
2,0005633,,,,,,,,,,,,2021,2019,,Alto Adige Sauvignon 1917 Karolina,DOC,Alto Adige Sauvignon,Tenuta Nicolussi-Leck,Alto Adige,3,14-18,Sauvignon blanc 100%,nd,85,3,85,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,6,8,botte media,medium oak,,,Italy,,,
1,0005633-1,0.45,5,0.31,6,5,0.31,6,3,0.16,4,2.5,,,,Alto Adige Sauvignon 1917 Karolina,DOC,Alto Adige Sauvignon,Tenuta Nicolussi-Leck,Alto Adige,2★-3★,14-18,Sauvignon blanc 100%,Salvia in pastella – ,84.5,2★-3★,84.5,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,14,6k,8,botte media,medium oak,,,Italy,,,
2,0005597,,,,,,,,,,,,2018,2016,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Niklas,Alto Adige,4,8-12,Sauvignon blanc 100%,Trota di fiume al cartoccio,89,4,89,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,6,5,acciaio,steel,"Giallo paglierino con screziature verdoline. Vivaci espressioni olfattive  di pesca e frutto della passione,  cedro, mandorle tostate, cannella  e pepe bianco sono avvolte da un soffio balsamico di menta, su uno sfondo minerale iodato. Al palato risulta avvolgente, dotato di succosa freschezza e di una componente sapida spiccata. Sontuoso e denso dagli infiniti richiami olfattivi che conducono alla chiusura su toni di pesca gialla. Maturazione in acciaio per 5 mesi  ",,Italy,,,
1,0005597-1,1.00,11,1.08,22,11,1.08,22,6,0.56,15,4.0,,,,Alto Adige Sauvignon,DOC,Alto Adige Sauvignon,Tenuta Niklas,Alto Adige,4★,8-12,Sauvignon blanc 100%,Trota di fiume al cartoccio,89.0,4★,89.0,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,6k,5,acciaio,steel,,,Italy,,,
2,0005623,,,,,,,,,,,,2019,2017,,Alto Adige Sauvignon Doxs,DOC,Alto Adige Sauvignon,Tenuta Niklas,Alto Adige,2,9-13,Sauvignon blanc 100%,nd,82,2,82,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13.5,6,-,-,-,,,Italy,,,
2,0005623,,,,,,,,,,,,2022,2020,,Alto Adige Sauvignon Doxs,DOC,Alto Adige Sauvignon,Tenuta Niklas,Alto Adige,3,10-14,Sauvignon blanc 100%,nd,86,3,86,,,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13,6,6,acciaio/botte,steel/oak,,,Italy,,,
1,0005623-1,0.45,5,0.41,8,5,0.41,8,3,0.21,6,2.5,,,,Alto Adige Sauvignon Doxs,DOC,Alto Adige Sauvignon,Tenuta Niklas,Alto Adige,2★-3★,10-14,Sauvignon blanc 100%,nd,84.0,2★-3★,84.0,nd,nd,Alto Adige Sauvignon,Alto Adige White Wines,Bianco fermo,White Wine,13,6k,6,acciaio/botte,steel/oak,,,Italy,,,
